# Supplementary Dataset S13. This tab delmited table contains the results of the aseQTL linkage results of the 4133 antisense traits at 5% FDR.
#
# This tab delmited table is the results of the aseQTL linkage results
# of the 4133 antisense traits at 5% FDR. Each row correspond
# to one linkage between a target antisense trait and its aseQTL. When 
# a trait was linked to more several locus correlated more than 0.8
# we considered that it corresponded to a single QTL, which position
# could not be determined. they were regroup.
# Here each row correpond to a group and the different location 
# of the grouped QTL are separated with coma.
#
# First field is the name of antisense trait (target)
# Next 3 fields are the coordiante of the QTL as a
# genomic interval.  Note that each QTL is considered
# as spanning in between the first non linked variant.
# last field is an indicater of whether the linkage correspong to 
# a cis or a trans linakge 
# 
# if you have questions mail: 
# mathieu.clement-ziza(at)uni-koeln.de
# andreas.beyer(at)uni-koeln.de
# j.bahler(at)ucl.ac.uk
#
target	chromosome	start	end	qtl_type
SPBC2G5.02c	chromosome_3	2087770	2123837	trans
SPBC2G5.03	chromosome_3	2078298	2084775	trans
SPBC2G5.04c	chromosome_3	2087770	2123837	trans
SPBC2G5.06c	chromosome_3	2084276	2119802	trans
SPBC30B4.01c	chromosome_3	2084276	2119802	trans
SPBC30B4.04c	chromosome_3	2087770	2123837	trans
SPBC30B4.05	chromosome_3	2087770	2123837	trans
SPBC30D10.03c	chromosome_3	2101294	2119802	trans
SPBC30D10.04	chromosome_1	2937800	3318540	trans
SPBC30D10.04	chromosome_3	2087770	2119802	trans
SPBC30D10.05c	chromosome_3	2087770	2119802	trans
SPBC30D10.07c	chromosome_1,chromosome_1	2810876,4602196	2905076,4949138	trans
SPBC30D10.10c	chromosome_2	3735247	3759342	trans
SPBC30D10.10c	chromosome_3	2087770	2119802	trans
SPBC30D10.11	chromosome_3	2087770	2123837	trans
SPBC30D10.16	chromosome_3	2101294	2119802	trans
SPBC30D10.17c	chromosome_3	2087770	2119802	trans
SPBC31E1.01c	chromosome_3	2087770	2123837	trans
SPBC31F10.04c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans
SPBC31F10.04c	chromosome_3	2102509	2119802	trans
SPBC31F10.05	chromosome_3	2087770	2123837	trans
SPBC31F10.06c	chromosome_3	2102509	2119802	trans
SPBC31F10.07	chromosome_3	2087770	2119802	trans
SPBC31F10.12	chromosome_3	2101294	2123837	trans
SPBC31F10.14c	chromosome_3	2087770	2119802	trans
SPBC31F10.17c	chromosome_3	2087770	2123837	trans
SPBC32F12.01c	chromosome_1	5461226	5487938	trans
SPBC32F12.02	chromosome_3	2084276	2104480	trans
SPBC32F12.04	chromosome_3	2087770	2123837	trans
SPBC32F12.06	chromosome_3	2102509	2119802	trans
SPBC32F12.07c	chromosome_3	2087770	2123837	trans
SPBC32F12.08c	chromosome_3	2087770	2123837	trans
SPBC32F12.16	chromosome_3	2087770	2119802	trans
SPBC32H8.02c	chromosome_1	2569788	2666457	trans
SPBC32H8.03	chromosome_3	2087770	2123837	trans
SPBC32H8.06	chromosome_3	2101294	2123837	trans
SPBC32H8.09	chromosome_2	852801	903483	trans
SPBC32H8.10	chromosome_3	2087770	2123837	trans
SPBC32H8.13c	chromosome_3	2102509	2123837	trans
SPBC336.01	chromosome_3	2087770	2119802	trans
SPBC336.05c	chromosome_3	2087770	2119802	trans
SPBC336.08	chromosome_3	2087770	2123837	trans
SPBC336.11	chromosome_3	2087770	2123837	trans
SPBC336.12c	chromosome_3	2101294	2104480	trans
SPBC336.13c	chromosome_1	2810876	2813185	trans
SPBC336.14c	chromosome_3	2101294	2104480	trans
SPBC337.04	chromosome_3	2087770	2123837	trans
SPBC337.05c	chromosome_3	2087770	2123837	trans
SPBC337.10c	chromosome_3	2087770	2123837	trans
SPBC337.12	chromosome_2	281305	362470	trans
SPBC337.12	chromosome_2	3635637	3712576	trans
SPBC337.13c	chromosome_3	2084276	2119802	trans
SPBC337.15c	chromosome_3	2084276	2123837	trans
SPBC342.01c	chromosome_2	808514	828758	trans
SPBC342.05	chromosome_3	2087770	2119802	trans
SPBC354.01	chromosome_3	2087770	2119802	trans
SPBC354.02c	chromosome_3	2087770	2123837	trans
SPBC354.05c	chromosome_3	2078298	2119802	trans
SPBC354.08c	chromosome_1	3315647	3456618	trans
SPBC354.09c	chromosome_3	2084276	2123837	trans
SPBC354.13	chromosome_3	2084276	2123837	trans
SPBC354.15	chromosome_3	2117330	2123837	trans
SPBC359.01	chromosome_2	113054	166447	cis
SPBC359.02	chromosome_2	1	58098	cis
SPBC359.06	chromosome_1	4288609	4467160	trans
SPBC36.02c	chromosome_1	2950891	3318540	trans
SPBC36.04	chromosome_1	2925637	3318540	trans
SPBC36.05c	chromosome_3	2087770	2119802	trans
SPBC36.07	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans
SPBC36.13	chromosome_1	2569788	2604820	trans
SPBC365.07c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans
SPBC365.08c	chromosome_3	2087770	2104480	trans
SPBC365.10	chromosome_3	2087770	2123837	trans
SPBC365.11	chromosome_3	2087770	2123837	trans
SPBC365.12c	chromosome_3	2101294	2119802	trans
SPBC365.13c	chromosome_3	2102509	2123837	trans
SPBC36B7.06c	chromosome_2	3635637	3712576	trans
SPBC36B7.07	chromosome_3	2087770	2119802	trans
SPBC3B8.08	chromosome_2	3635637	3712576	trans
SPBC3B8.10c	chromosome_3	2087770	2123837	trans
SPBC3B9.02c	chromosome_3	2087770	2123837	trans
SPBC3B9.05	chromosome_1	512086	522530	trans
SPBC3B9.05	chromosome_2	3635637	3712576	trans
SPBC3B9.14c	chromosome_3	2087770	2119802	trans
SPBC3B9.15c	chromosome_3	2087770	2119802	trans
SPBC3B9.18c	chromosome_3	2101294	2119802	trans
SPBC3D6.03c	chromosome_3	2087770	2123837	trans
SPBC3D6.04c	chromosome_3	2084276	2119802	trans
SPBC3D6.05	chromosome_3	2084276	2119802	trans
SPBC3D6.06c	chromosome_3	2128231	2135369	trans
SPBC3D6.07	chromosome_3	2087770	2123837	trans
SPBC3D6.08c	chromosome_3	2087770	2123837	trans
SPBC3D6.11c	chromosome_3	2087770	2119802	trans
SPBC3D6.12	chromosome_3	2084276	2119802	trans
SPBC3D6.13c	chromosome_1	2315905	2362151	trans
SPBC3E7.01	chromosome_3	2087770	2123837	trans
SPBC3E7.02c	chromosome_1	4281981	4467160	trans
SPBC3E7.06c	chromosome_3	2101294	2119802	trans
SPBC3E7.09	chromosome_3	2087770	2119802	trans
SPBC3E7.11c	chromosome_3	2087770	2123837	trans
SPBC3E7.14	chromosome_1,chromosome_1	2665053,4602196	2950891,4949138	trans
SPBC3E7.15c	chromosome_3	2087770	2123837	trans
SPBC3F6.04c	chromosome_3	2101294	2119802	trans
SPBC3F6.05	chromosome_3	2087770	2123837	trans
SPBC3H7.01	chromosome_2	2305695	2334988	trans
SPBC3H7.03c	chromosome_3	2087770	2123837	trans
SPBC3H7.05c	chromosome_3	2087770	2119802	trans
SPBC3H7.06c	chromosome_2	2512008	2527314	trans
SPBC3H7.08c	chromosome_1	4467160	4611044	trans
SPBC3H7.11	chromosome_1	3443342	3556754	trans
SPBC4.03c	chromosome_3	2101294	2119802	trans
SPBC405.01	chromosome_3	2101294	2119802	trans
SPBC4.07c	chromosome_3	2084276	2119802	trans
SPBC409.03	chromosome_1	3443342	3556754	trans
SPBC409.04c	chromosome_3	2087770	2119802	trans
SPBC409.11	chromosome_2	1141354	1152197	cis
SPBC409.12c	chromosome_2	4034700	4090174	trans
SPBC409.13	chromosome_3	2087770	2119802	trans
SPBC409.15	chromosome_1	3556754	3745734	trans
SPBC409.17c	chromosome_3	2117330	2123837	trans
SPBC409.19c	chromosome_1	2810876	2955088	trans
SPBC418.02	chromosome_1	2810876	2813185	trans
SPBC428.03c	chromosome_3	2101294	2123837	trans
SPBC428.08c	chromosome_1	2925637	2950891	trans
SPBC428.10	chromosome_3	2102509	2123837	trans
SPBC428.12c	chromosome_2	458422	521731	cis
SPBC428.15	chromosome_3	2087770	2123837	trans
SPBC428.18	chromosome_3	2101294	2119802	trans
SPBC428.19c	chromosome_3	2087770	2123837	trans
SPBC4B4.05	chromosome_3	206097	210364	trans
SPBC4B4.07c	chromosome_1	3440649	3556754	trans
SPBC4B4.08	chromosome_3	2087770	2119802	trans
SPBC4B4.09	chromosome_3	2087770	2119802	trans
SPBC4B4.10c	chromosome_3	2087770	2119802	trans
SPBC4B4.12c	chromosome_3	2087770	2119802	trans
SPBC4C3.05c	chromosome_3	2076412	2093353	trans
SPBC4C3.06	chromosome_3	2084276	2119802	trans
SPBC4F6.05c	chromosome_3	2087770	2123837	trans
SPBC4F6.07c	chromosome_3	2102509	2119802	trans
SPBC4F6.11c	chromosome_1	2810876	2955088	trans
SPBC4F6.12	chromosome_3	2101294	2104480	trans
SPBC4F6.13c	chromosome_2	4272797	4273780	trans
SPBC4F6.15c	chromosome_3	2101294	2119802	trans
SPBC530.02	chromosome_3	2087770	2123837	trans
SPBC530.04	chromosome_3	2101294	2119802	trans
SPBC530.06c	chromosome_3	2087770	2119802	trans
SPBC530.08	chromosome_3	2078298	2119802	trans
SPBC530.11c	chromosome_3	2087770	2123837	trans
SPBC530.13	chromosome_3	2101294	2119802	trans
SPBC530.14c	chromosome_3	2087770	2119802	trans
SPBC530.15c	chromosome_3	2102509	2119802	trans
SPBC543.03c	chromosome_3	2087770	2123837	trans
SPBC543.05c	chromosome_3	2087770	2123837	trans
SPBC543.06c	chromosome_2	4288821	4362796	cis
SPBC543.07	chromosome_3	2102509	2119802	trans
SPBC543.08	chromosome_2	813287	839848	trans
SPBC557.04	chromosome_3	2084276	2119802	trans
SPBC56F2.05c	chromosome_3	2078298	2119802	trans
SPBC56F2.07c	chromosome_3	2087770	2123837	trans
SPBC577.05c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPBC577.06c	chromosome_3	2087770	2123837	trans
SPBC577.07	chromosome_3	2087770	2123837	trans
SPBC577.08c	chromosome_3	2075876	2081191	trans
SPBC577.09	chromosome_3	2087770	2119802	trans
SPBC577.13	chromosome_3	2087770	2123837	trans
SPBC582.04c	chromosome_3	2087770	2123837	trans
SPBC582.06c	chromosome_3	2087770	2119802	trans
SPBC582.08	chromosome_3	2087770	2101881	trans
SPBC582.10c	chromosome_2	2311107	2316554	trans
SPBC609.03	chromosome_2	3839530	3868726	trans
SPBC646.04	chromosome_3	2087770	2119802	trans
SPBC646.05c	chromosome_3	2084276	2123837	trans
SPBC646.06c	chromosome_3	2101294	2123837	trans
SPBC646.12c	chromosome_3	2084276	2123837	trans
SPBC646.14c	chromosome_3	2102509	2119802	trans
SPBC646.17c	chromosome_3	2087770	2123837	trans
SPBC649.05	chromosome_3	2087770	2123837	trans
SPBC651.03c	chromosome_3	2078298	2119802	trans
SPBC651.05c	chromosome_1	3315647	3456618	trans
SPBC660.06	chromosome_3	2084276	2104480	trans
SPBC660.12c	chromosome_3	2084276	2123837	trans
SPBC660.16	chromosome_1	3723871	3816912	trans
SPBC685.02	chromosome_3	2102509	2125061	trans
SPBC685.03	chromosome_3	2117330	2123837	trans
SPBC685.04c	chromosome_1	5426621	5449783	trans
SPBC685.06	chromosome_3	2087770	2123837	trans
SPBC685.09	chromosome_3	2087770	2119802	trans
SPBC691.01	chromosome_1	3315647	3456618	trans
SPBC691.02c	chromosome_3	2087770	2123837	trans
SPBC6B1.05c	chromosome_3	2101294	2104480	trans
SPBC6B1.07	chromosome_3	2084276	2123837	trans
SPBC6B1.08c	chromosome_2	1305421	1308029	trans
SPBC6B1.08c	chromosome_3	2087770	2119802	trans
SPBC6B1.10	chromosome_3	2101294	2104480	trans
SPBC713.04c	chromosome_3	2087770	2123837	trans
SPBC713.07c	chromosome_1,chromosome_1	2810876,3315647	2813185,3326503	trans
SPBC713.12	chromosome_3	2078298	2119802	trans
SPBC725.05c	chromosome_3	2087770	2123837	trans
SPBC725.07	chromosome_3	2101294	2119802	trans
SPBC776.06c	chromosome_3	2087770	2119802	trans
SPBC776.08c	chromosome_3	2087770	2119802	trans
SPBC776.11	chromosome_3	2084276	2093353	trans
SPBC776.12c	chromosome_3	2084276	2123837	trans
SPBC776.13	chromosome_1	2937800	3326503	trans
SPBC776.15c	chromosome_3	2087770	2123837	trans
SPBC776.16	chromosome_2	2305695	2312083	trans
SPBC776.18c	chromosome_3	2087770	2123837	trans
SPBC800.03	chromosome_3	2102509	2119802	trans
SPBC800.06	chromosome_1	3315647	3326503	trans
SPBC800.06	chromosome_3	2087770	2119802	trans
SPBC800.09	chromosome_3	2101294	2123837	trans
SPBC800.11	chromosome_3	2101294	2123837	trans
SPBC83.01	chromosome_3	2087770	2123837	trans
SPBC83.02c	chromosome_3	2075876	2093353	trans
SPBC83.05	chromosome_1	3440649	3557103	trans
SPBC83.05	chromosome_3	2101294	2119802	trans
SPBC83.08	chromosome_3	2102509	2119802	trans
SPBC83.09c	chromosome_3	2078298	2119802	trans
SPBC83.11	chromosome_2	1365999	1385425	trans
SPBC83.13	chromosome_3	2087770	2123837	trans
SPBC83.16c	chromosome_2	4221110	4227280	trans
SPBC83.17	chromosome_3	2084276	2093353	trans
SPBC83.18c	chromosome_3	2087770	2123837	trans
SPBC839.08c	chromosome_3	2101294	2119802	trans
SPBC839.10	chromosome_3	2087770	2123837	trans
SPBC839.16	chromosome_3	2084276	2123837	trans
SPBC839.20	chromosome_1	3809960	3926065	trans
SPBC887.02	chromosome_3	2101294	2123837	trans
SPBC887.03c	chromosome_3	2102509	2119802	trans
SPBC887.04c	chromosome_3	2101294	2123837	trans
SPBC887.05c	chromosome_3	2087770	2119802	trans
SPBC887.08	chromosome_3	2101294	2119802	trans
SPBC887.12	chromosome_3	2087770	2119802	trans
SPBC887.13c	chromosome_3	2087770	2123837	trans
SPBC887.18c	chromosome_1	2925637	3318540	trans
SPBC887.18c	chromosome_3	2087770	2123837	trans
SPBC887.19	chromosome_3	2087770	2123837	trans
SPBC8D2.01	chromosome_3	2078298	2123837	trans
SPBC8D2.02c	chromosome_3	2101294	2119802	trans
SPBC8D2.05c	chromosome_3	2102509	2119802	trans
SPBC8D2.12c	chromosome_3	2087770	2123837	trans
SPBC8D2.14c	chromosome_2	1308029	1363775	cis
SPBC8D2.17	chromosome_3	2084276	2123837	trans
SPBC8D2.19	chromosome_3	2101294	2104480	trans
SPBC8E4.04	chromosome_1	2925637	2950891	trans
SPBC902.04	chromosome_3	2084276	2123837	trans
SPBC902.05c	chromosome_3	2101294	2119802	trans
SPBC947.03c	chromosome_3	2101294	2119802	trans
SPBC947.04	chromosome_3	2382301	2452883	trans
SPBC947.08c	chromosome_3	2087770	2123837	trans
SPBC947.12	chromosome_3	2102509	2119802	trans
SPBC947.13	chromosome_3	2084276	2123837	trans
SPBC9B6.03	chromosome_2	1305421	1314587	trans
SPBC9B6.09c	chromosome_2	852801	903483	trans
SPBC9B6.09c	chromosome_3	2087770	2123837	trans
SPBC9B6.10	chromosome_3	2087770	2123837	trans
SPBP16F5.03c	chromosome_3	2087770	2123837	trans
SPBP16F5.07	chromosome_3	2084276	2119802	trans
SPBP16F5.08c	chromosome_1	3315647	3456618	trans
SPBP16F5.08c	chromosome_3	2087770	2123837	trans
SPBP19A11.06	chromosome_1	4463093	4611044	trans
SPBP19A11.06	chromosome_3	2102509	2119802	trans
SPBP22H7.06	chromosome_1	4142796	4185931	trans
SPBP22H7.07	chromosome_1	3809960	3926065	trans
SPBP23A10.04	chromosome_3	2087770	2101881	trans
SPBP23A10.05	chromosome_2	4360743	4440334	trans
SPBP23A10.08	chromosome_3	1770492	1784525	trans
SPBP23A10.08	chromosome_3	2087770	2119802	trans
SPBP23A10.10	chromosome_3	2087770	2123837	trans
SPBP23A10.13	chromosome_3	2087770	2119802	trans
SPBP26C9.03c	chromosome_3	2087770	2119802	trans
SPBP35G2.03c	chromosome_3	2101294	2119802	trans
SPBP35G2.04c	chromosome_2	3759342	3762067	trans
SPBP35G2.04c	chromosome_2	4221110	4227280	trans
SPBP35G2.05c	chromosome_3	2087770	2119802	trans
SPBP35G2.07	chromosome_3	2101294	2119802	trans
SPBP35G2.08c	chromosome_3	2087770	2123837	trans
SPBP35G2.10	chromosome_3	2087770	2119802	trans
SPBP35G2.11c	chromosome_3	2084276	2123837	trans
SPBP35G2.13c	chromosome_2	3635637	3712576	trans
SPBP35G2.13c	chromosome_3	2102509	2119802	trans
SPBP4H10.04	chromosome_3	2087770	2123837	trans
SPBP4H10.12	chromosome_3	2087770	2104480	trans
SPBP4H10.14c	chromosome_3	2078298	2119802	trans
SPBP4H10.15	chromosome_1	2605777	2661698	trans
SPBP4H10.15	chromosome_3	2084276	2119802	trans
SPBP4H10.20	chromosome_3	2087770	2119802	trans
SPBP8B7.04	chromosome_3	2087770	2123837	trans
SPBP8B7.05c	chromosome_3	2087770	2123837	trans
SPBP8B7.07c	chromosome_3	2087770	2123837	trans
SPBP8B7.08c	chromosome_3	2087770	2123837	trans
SPBP8B7.10c	chromosome_3	2087770	2119802	trans
SPBP8B7.12c	chromosome_3	2087770	2119802	trans
SPBP8B7.14c	chromosome_1	2950891	3318540	trans
SPBP8B7.14c	chromosome_3	2087770	2119802	trans
SPBP8B7.16c	chromosome_1	2315905	2362151	trans
SPBP8B7.18c	chromosome_1	5390469	5403412	trans
SPBP8B7.18c	chromosome_3	2087770	2119802	trans
SPBP8B7.19	chromosome_3	2087770	2123837	trans
SPBP8B7.20c	chromosome_3	2087770	2123837	trans
SPBP8B7.21	chromosome_3	2087770	2123837	trans
SPBP8B7.23	chromosome_3	2078298	2123837	trans
SPBP8B7.24c	chromosome_3	2087770	2119802	trans
SPBP8B7.28c	chromosome_3	2101294	2104480	trans
SPBPB10D8.02c	chromosome_1	3745734	3816912	trans
SPBPB10D8.03	chromosome_1	1110692	1149636	trans
SPBPB10D8.03	chromosome_3	1853717	1862254	trans
SPBPB21E7.02c	chromosome_1	4281981	4290671	trans
SPBPB21E7.02c	chromosome_2	852801	903483	trans
SPBPB2B2.01	chromosome_1	2901962	2926804	trans
SPBPB2B2.01	chromosome_3	2101294	2119802	trans
SPBPB2B2.01	chromosome_3	2232524	2264486	trans
SPBPB2B2.02	chromosome_3	2084276	2123837	trans
SPBPB2B2.11	chromosome_1,chromosome_1	2665053,4288609	2926804,4949138	trans
SPBPB2B2.11	chromosome_3	2087770	2119802	trans
SPBPB2B2.12c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPBPB2B2.12c	chromosome_3	2087770	2123837	trans
SPBPB2B2.13	chromosome_3	2087770	2123837	trans
SPBPB8B6.04c	chromosome_2	2887828	2890249	trans
SPBPB8B6.05c	chromosome_3	2077429	2084775	trans
SPBPJ4664.01	chromosome_3	2101294	2119802	trans
SPBPJ4664.06	chromosome_3	2087770	2123837	trans
SPCC1020.01c	chromosome_1	2893934	2905076	trans
SPCC1020.02	chromosome_3	2076412	2077429	trans
SPCC1020.02	chromosome_3	2102509	2119802	trans
SPCC1020.03	chromosome_3	2087770	2123837	trans
SPCC1020.09	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans
SPCC1020.11c	chromosome_1	1233642	1279461	trans
SPCC1020.13c	chromosome_3	2102509	2119802	trans
SPCC10H11.01	chromosome_3	2087770	2123837	trans
SPCC10H11.02	chromosome_1	2315905	2362151	trans
SPCC1183.03c	chromosome_3	2101294	2119802	trans
SPCC1183.05c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPCC1183.05c	chromosome_3	2087770	2123837	trans
SPCC1183.07	chromosome_3	2084276	2119802	trans
SPCC1183.11	chromosome_3	2101294	2119802	trans
SPCC11E10.02c	chromosome_3	2084276	2123837	trans
SPCC11E10.05c	chromosome_3	2101294	2104480	trans
SPCC11E10.08	chromosome_1	2937800	2955088	trans
SPCC11E10.08	chromosome_3	2084276	2119802	trans
SPCC11E10.09c	chromosome_3	2101294	2119802	trans
SPCC1223.01	chromosome_1	2810876	2905076	trans
SPCC1223.03c	chromosome_1	3443342	3556754	trans
SPCC1223.06	chromosome_3	2084276	2119802	trans
SPCC1223.08c	chromosome_3	2084276	2123837	trans
SPCC1223.10c	chromosome_3	2087770	2123837	trans
SPCC1223.12c	chromosome_3	2087770	2119802	trans
SPCC1223.14	chromosome_3	816209	896430	trans
SPCC1235.03	chromosome_3	2087770	2123837	trans
SPCC1235.05c	chromosome_3	2102509	2125061	trans
SPCC1235.07	chromosome_3	2084276	2119802	trans
SPCC1235.10c	chromosome_3	2102509	2119802	trans
SPCC1235.14	chromosome_1	2937800	3307217	trans
SPCC1235.14	chromosome_2	1305421	1308029	trans
SPCC1235.18	chromosome_1	3030626	3307217	trans
SPCC1259.04	chromosome_3	2087770	2123837	trans
SPCC1259.07	chromosome_3	2078298	2104480	trans
SPCC1259.09c	chromosome_3	2101294	2123837	trans
SPCC1259.10	chromosome_3	2087770	2123837	trans
SPCC1259.11c	chromosome_3	2087770	2123837	trans
SPCC126.02c	chromosome_3	2087770	2119802	cis
SPCC126.04c	chromosome_3	2087770	2123837	cis
SPCC126.06	chromosome_3	2087770	2119802	cis
SPCC126.07c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans
SPCC126.07c	chromosome_3	2087770	2119802	cis
SPCC126.08c	chromosome_3	2101294	2119802	cis
SPCC126.09	chromosome_3	2087770	2119802	trans
SPCC126.10	chromosome_3	2084276	2119802	trans
SPCC126.11c	chromosome_3	2087770	2119802	trans
SPCC1281.02c	chromosome_3	2087770	2119802	trans
SPCC1281.07c	chromosome_1	3440649	3556754	trans
SPCC132.01c	chromosome_3	2087770	2123837	trans
SPCC132.03	chromosome_3	2128231	2200139	trans
SPCC132.04c	chromosome_3	2101294	2119802	trans
SPCC1322.02	chromosome_3	2087770	2123837	trans
SPCC1322.03	chromosome_3	2087770	2119802	trans
SPCC1322.04	chromosome_3	2077429	2081191	trans
SPCC1322.05c	chromosome_3	2084276	2123837	trans
SPCC1322.12c	chromosome_2	852801	903483	trans
SPCC1322.14c	chromosome_3	1282285	1321833	cis
SPCC1322.16	chromosome_3	2084276	2123837	trans
SPCC1393.05	chromosome_3	2084276	2123837	trans
SPCC1393.06c	chromosome_3	2087770	2119802	trans
SPCC1393.09c	chromosome_3	2075876	2076845	trans
SPCC1393.10	chromosome_1	4325746	4366536	trans
SPCC1442.04c	chromosome_3	2101294	2119802	trans
SPCC1442.07c	chromosome_3	2084276	2119802	trans
SPCC1442.09	chromosome_3	2101294	2119802	trans
SPCC1442.11c	chromosome_3	2102509	2119802	trans
SPCC1442.17c	chromosome_1	3315647	3557103	trans
SPCC1450.02	chromosome_3	2101294	2123837	trans
SPCC1450.10c	chromosome_2	1131703	1149207	trans
SPCC1450.12	chromosome_3	2101294	2119802	trans
SPCC1450.15	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPCC1450.15	chromosome_3	2087770	2119802	trans
SPCC1494.05c	chromosome_2	2311107	2316554	trans
SPCC1494.07	chromosome_3	2101294	2123837	trans
SPCC1494.08c	chromosome_3	2087770	2119802	trans
SPCC1494.10	chromosome_2	2312083	2330408	trans
SPCC14G10.01	chromosome_1	5403412	5448529	trans
SPCC14G10.02	chromosome_3	2087770	2119802	trans
SPCC1620.05	chromosome_2	1313029	1347996	trans
SPCC1620.05	chromosome_3	2087770	2119802	trans
SPCC1620.06c	chromosome_1	3917561	3926238	trans
SPCC1620.08	chromosome_3	2087770	2119802	trans
SPCC1620.11	chromosome_1,chromosome_1	2665053,4602196	2950891,4949138	trans
SPCC1620.12c	chromosome_3	2101294	2104480	trans
SPCC1620.13	chromosome_3	2087770	2119802	trans
SPCC162.02c	chromosome_3	2101294	2119802	trans
SPCC162.05	chromosome_3	2087770	2119802	trans
SPCC162.06c	chromosome_3	2087770	2123837	trans
SPCC162.08c	chromosome_3	2102509	2119802	trans
SPCC162.10	chromosome_1,chromosome_1	2665053,4602196	2950891,4949138	trans
SPCC162.11c	chromosome_3	1994325	2010864	trans
SPCC1672.11c	chromosome_3	2084276	2123837	trans
SPCC1672.12c	chromosome_3	950406	955392	trans
SPCC1672.14	chromosome_2	3505955	3623095	trans
SPCC1682.02c	chromosome_3	2087770	2119802	trans
SPCC1682.08c	chromosome_3	2087770	2123837	trans
SPCC1682.11c	chromosome_3	2101294	2104480	trans
SPCC1682.12c	chromosome_3	2087770	2123837	trans
SPCC1682.13	chromosome_2	2305695	2312083	trans
SPCC1682.16	chromosome_3	2078298	2119802	trans
SPCC16A11.02	chromosome_3	2078298	2123837	trans
SPCC16A11.03c	chromosome_3	2087770	2119802	trans
SPCC16A11.04	chromosome_3	2087770	2123837	trans
SPCC16A11.06c	chromosome_3	2101294	2104480	trans
SPCC16A11.07	chromosome_3	2087770	2123837	trans
SPCC16A11.08	chromosome_2	522230	526776	trans
SPCC16A11.08	chromosome_3	1936571	2010864	trans
SPCC16A11.12c	chromosome_3	2101294	2104480	trans
SPCC16A11.16c	chromosome_3	2087770	2123837	trans
SPCC16A11.17	chromosome_3	2087770	2123837	trans
SPCC16C4.02c	chromosome_3	2087770	2119802	trans
SPCC16C4.05	chromosome_3	2101294	2119802	trans
SPCC16C4.08c	chromosome_1	739951	763187	trans
SPCC16C4.12	chromosome_3	2084276	2119802	trans
SPCC16C4.14c	chromosome_3	2101294	2119802	trans
SPCC16C4.17	chromosome_1	2937800	3318540	trans
SPCC16C4.17	chromosome_3	2084276	2123837	trans
SPCC16C4.20c	chromosome_1	2925637	2950891	trans
SPCC1739.01	chromosome_2	2304929	2334988	trans
SPCC1739.05	chromosome_3	2087770	2123837	trans
SPCC1739.08c	chromosome_3	2078298	2119802	cis
SPCC1739.11c	chromosome_3	2084276	2119802	cis
SPCC1753.04	chromosome_1	1804967	1826604	trans
SPCC1795.05c	chromosome_3	1317663	1351700	trans
SPCC1795.08c	chromosome_3	2087770	2119802	trans
SPCC1795.09	chromosome_2	1305421	1308029	trans
SPCC1795.09	chromosome_2	4221110	4227280	trans
SPCC1795.09	chromosome_3	2084276	2123837	trans
SPCC1795.10c	chromosome_3	2087770	2123837	trans
SPCC1795.12c	chromosome_2	752796	828758	trans
SPCC18.02	chromosome_1	1598358	1635240	trans
SPCC18.04	chromosome_3	2084276	2123837	trans
SPCC18.08	chromosome_3	2087770	2119802	trans
SPCC18.13	chromosome_3	2087770	2123837	trans
SPCC18.16c	chromosome_3	2087770	2123837	trans
SPCC1827.01c	chromosome_1	2810876	2950891	trans
SPCC1827.04	chromosome_3	2087770	2123837	trans
SPCC1827.05c	chromosome_3	2087770	2123837	trans
SPCC1827.08c	chromosome_2	1305421	1308029	trans
SPCC1827.08c	chromosome_3	2087770	2119802	trans
SPCC1840.01c	chromosome_3	2087770	2123837	trans
SPCC1840.03	chromosome_2	852801	903483	trans
SPCC1840.05c	chromosome_1,chromosome_1	2665053,4602196	3326503,4949138	trans
SPCC188.03	chromosome_1	2810876	2813185	trans
SPCC188.07	chromosome_3	2102509	2123837	trans
SPCC188.08c	chromosome_3	2087770	2119802	trans
SPCC188.13c	chromosome_3	2087770	2123837	trans
SPCC1884.01	chromosome_1	3315647	3456618	trans
SPCC18B5.02c	chromosome_1	3809960	3926065	trans
SPCC18B5.11c	chromosome_2	2311107	2316554	trans
SPCC1902.02	chromosome_1	1077059	1110692	trans
SPCC191.01	chromosome_3	2087770	2119802	trans
SPCC191.11	chromosome_1	3440649	3456618	trans
SPCC1919.01	chromosome_2	2311107	2316554	trans
SPCC1919.02	chromosome_2	4221110	4227280	trans
SPCC1919.03c	chromosome_3	2087770	2123837	trans
SPCC1919.04	chromosome_2	852801	903483	trans
SPCC1919.05	chromosome_2	2311107	2316554	trans
SPCC1919.05	chromosome_3	2101294	2119802	trans
SPCC1919.11	chromosome_1	2810876	2950891	trans
SPCC1919.13c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans
