FILE NAME,Microbial-Protocol-high-OTR_20220504_135030-cc-parentaltest.csv
PROTOCOL,Microbial-Protocol-high-OTR
FILE_VERSION,3.3
DATE START,4.5.2022,13:52:04
DATE END,4.5.2022,13:52:04
DEVICE,BL045-CX_0CFD20
USER,ben,COMMENT,no comment available
PLATETYPE,MTP-48-Flowerplate,LOT,UNKOWN
MTP ROWS,6
MTP COLUMNS,8
FILTERSETS,1

FILTERSET,FILTERNAME,EX [nm],EM [nm],LAYOUT,FILTERNO,GAIN,PHASESTATISTICSSIGMA,SIGNALQUALITYTOLERANCE,REFERENCE VALUE,Process Parameters,,Calibration Parameters,,,,Criterion Parameters,,
1,Biomass,620,620,48MTP,1,30,1,0,100,SET TEMPERATURE [C],32,Phi0,66.16,Biomass Slope,0.044,CRITERION,,
,,,,,,,,,,SET HUMIDITY [%],85,Phi100,38.81,Biomass Offset,5,FI,,
,,,,,,,,,,SET O2 [%],20.95,Phi.min,57.17,Biomass Unit,OD600 [-],FJ,,
,,,,,,,,,,SET CO2 [%],0,Phi.max,18.04,,,FACTOR,0,
,,,,,,,,,,SET SHAKER FREQUENCY [rpm],1000,pH0,6.49,,,S0,NaN,
,,,,,,,,,,SET CYCLE TIME [min],10,dpH,0.53,,,EXTRA INFO,,
,,,,,,,,,,SET EXP TIME [h],1193,Temp. Compensation for pH Calibration,True,Temp. pH [C],32,,,
,,,,,,,,,,,,Temp. Compensation for pO2 Calibration,True,Temp. pO2 [C],32,,,

WELL No.,CONTENT,DESCRIPTION,CHANNEL,
,,,READING ->,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268
B02,X10,,1,52.501,53.161,53.863,56.327,57.48,57.995,59.701,60.493,62.158,64.262,66.347,68.852,69.403,72.023,74.643,76.969,80.112,83.46,87.27,91.84,93.397,95.541,98.846,103.232,109.57,113.132,116.527,121.209,126.279,131.605,135.107,140.75,148.655,155.329,163.708,169.175,175.989,182.441,189.939,201.111,204.429,216.645,225.894,232.75,238.879,242.296,243.961,249.118,246.365,253.262,248.735,248.744,246.045,247.11,251.485,251.655,253.816,256.451,255.965,259.545,260.329,260.177,261.48,262.975,262.094,262.721,260.637,263.933,265.91,265.136,264.53,266.057,268.799,270.393,270.59,274.198,273.887,276.982,281.234,280.07,281.627,282.18,284.911,287.358,284.016,286.382,288.746,289.5,287.694,287.018,287.096,288.991,285.358,287.23,286.302,285.885,284.383,284.465,286.214,282.573,282.511,283.137,284.66,283.316,282.825,284.576,282.915,285.609,284.762,285.605,285.352,286.829,286.691,288.008,288.828,290.6,289.021,287.626,288.864,289.861,290.563,289.859,291.429,291.639,291.826,291.274,293.268,295.023,291.543,292.12,293.309,291.117,290.97,294.25,293.233,294.342,293.543,295.294,294.775,293.82,293.298,294.969,293.262,294.732,294.564,296.936,298.247,295.321,296.21,296.337,296.834,296.504,294.647,297.306,297.255,299.226,296.962,297.448,298.05,297.948,296.066,299.096,297.894,297.856,299.05,298.065,299.342,296.691,299.186,299.985,299.248,300.184,300.67,299.541,297.205,298.859,298.59,299.344,297.371,299.193,298.886,299.697,298.424,300.529,298.586,300.371,297.177,301.337,298.937,299.662,299.623,300.252,300.58,299.857,299.912,298.072,297.643,298.12,298.99,300.737,297.998,299.835,297.254,297.393,299.347,297.836,298.05,297.733,299.125,298.315,298.582,296.519,298.049,299.046,297.769,296.61,297.465,298.498,297.932,297.566,300.199,297.907,297.792,297.038,299.582,298.604,297.175,298.067,298.545,296.736,300.045,298.005,297.879,298.655,298.768,298.242,298.405,298.619,299.801,298.534,299.074,298.331,300.235,298.529,301.751,298.507,299.472,300.482,299.752,301.794,301.435,301.151,302.618,299.85,300.084,300.426,302.457,301.294,300.519,300.833,302.732,302.213,302.033,302.627,303.563,302.173,303.002,302.789
B03,X11,,1,49.318,49.379,49.429,50.525,51.641,52.656,52.979,54.515,55.112,56.519,58.331,59.604,61.364,63.735,65.911,68.248,70.941,73.287,75.146,76.882,78.187,79.384,81.019,82.019,82.536,83.893,84.901,85.798,87.3,88.394,89.512,91.14,92.024,93.272,94.958,95.904,97.395,98.14,98.487,100.204,101.779,103.153,104.174,106.918,109.302,111.273,114.705,118.023,119.657,124.143,125.609,128.242,129.707,132.641,134.707,137.384,139.862,140.875,142.65,144.304,147.264,147.126,147.511,148.985,146.164,150.779,150.182,150.656,151.846,154.257,155.669,155.472,157.044,160.022,156.336,159.489,163.439,162.15,163.254,172.005,172.083,175.77,175.611,181.208,179.883,185.48,186.915,189.344,184.223,192.727,189.215,188.658,187.441,184.561,181.668,180.552,177.298,173.143,173.923,176.302,173.436,173.758,175.949,177.165,176.395,177.373,179.674,180.019,184.289,184.729,188.052,187.062,184.72,190.63,191.299,191.525,191.94,189.667,192.538,196.039,196.667,197.874,199.346,196.054,197.486,196.947,194.857,195.811,196.281,196.692,200.897,195.846,200.914,200.662,201.048,197.509,202.05,196.383,197.608,204.144,202.729,200.855,201.941,203.753,201.856,205.961,203.598,202.654,203.567,204.524,204.078,204.266,206.192,206.866,207.308,207.658,207.744,208.668,209.334,211.491,211.066,212.24,211.884,213.633,215.617,216.251,215.677,217.535,218.088,220.064,221.392,220.876,220.928,224.993,223.957,224.773,225.346,227.605,227.518,227.579,229.45,229.571,232.318,231.377,232.125,233.657,235.401,236.312,236.483,237.108,237.146,237.65,238.934,239.69,240.076,241.392,241.581,240.24,242.89,243.554,243.402,243.886,245.32,246.358,244.963,246.803,246.545,245.34,247.772,246.59,247.07,249.316,247.816,248.94,249.498,248.809,250.626,249.955,250.774,252.189,252.689,251.966,252.915,251.491,251.511,253.947,254.167,254.954,255.174,256.242,255.918,256.442,257.651,255.931,256.999,256.941,257.192,258.686,258.118,258.265,259.723,259.158,259.369,260.187,260.336,261.769,259.563,262.353,261.281,263.631,263.464,262.813,262.186,263.416,263.899,263.001,262.51,264.144,264.675,265.51,263.469,264.645,265.425,265.235,266.424,266.074,265.861,265.816
B04,X12,,1,37.077,37.132,37.293,37.399,37.566,37.708,37.846,37.844,37.811,37.81,38.172,38.15,38.381,38.39,38.804,38.662,38.614,38.888,38.529,38.837,39.004,38.911,39.002,39.118,39,39.251,39.574,39.644,39.791,39.667,40.077,39.93,40.345,40.47,40.818,41.105,41.236,41.836,41.677,42.035,42.597,42.631,43.058,43.189,43.772,44.042,44.705,45.725,46.298,47.152,48.353,49.115,50.086,51.952,53.321,55.029,56.939,58.186,60.353,62.151,64.196,65.353,67.55,68.82,70.217,70.263,71.614,72.344,73.665,74.572,75.155,76.096,76.861,76.777,78.054,78.655,80.012,81.164,81.829,83.575,85.758,86.612,88.221,90.327,91.955,93.962,96.936,97.806,99.917,102.729,104.203,107.11,110.214,109.867,111.871,112.903,113.934,115.122,114.732,117.031,120.828,123.292,123.402,137.38,147.513,155.281,160.238,165.517,167.783,175.954,184.627,192.235,196.062,201.962,205.468,211.854,216.254,220.325,223.475,223.715,221.358,216.558,211.859,207.729,207.671,205.656,205.714,203.105,205.666,204.1,206.352,203.19,203.147,202.1,203.051,205.08,203.69,204.191,204.992,206.031,205.328,206.173,204.729,207.009,205.003,204.6,205.162,205.884,207.834,202.995,206.003,205.626,206.535,206.216,207.563,207.249,206.644,208.668,207.068,209.313,207.368,212.329,208.563,210.105,211.504,210.389,210.222,210.079,211.092,212.332,212.348,212.75,214.449,212.94,212.378,212.617,212.551,212.463,214.018,216.104,214.031,213.086,214.193,214.453,216.82,216.196,215.513,217.175,216.776,214.841,215.772,217.411,217.117,218.039,219.113,216.998,218.372,220.057,219.387,220.487,220.366,218.43,220.082,220.795,222.649,224.043,221.646,221.272,222.835,222.914,222.864,224.063,223.477,224.487,226.478,225.002,224.552,225.653,228.36,225.906,226.012,227.187,225.923,226.55,223.584,223.273,223.138,222.163,223.535,221.086,222.549,222.408,225.358,225.317,224.759,227.157,231.673,234.155,233.905,235.704,236.484,237.889,239.03,238.622,240.142,243.614,243.316,241.749,244.502,246.405,245.948,247.531,248.659,248.004,248.808,249.498,249.076,252.643,252.044,253.883,252.118,252.485,255.953,254.651,256.345,255.892,257.339,256.075
B05,X13,,1,45.795,46.035,46.454,46.881,48.016,48.424,48.904,49.763,49.966,50.929,52.398,52.709,54.334,54.726,56.014,56.776,58.9,59.947,62.077,64.234,65.702,67.854,69.412,71.746,73.529,74.715,76.144,77.139,78.435,79.36,80.786,81.693,82.586,83.824,85.639,86.219,87.789,91.375,93.25,94.877,97.207,98.911,101.332,104.389,106.333,108.494,110.024,112.351,114.268,117.823,120.022,120.742,121.806,122.543,125.289,127.259,127.318,129.387,131.04,132.618,134.056,134.588,134.671,137.059,136.621,137.547,138.802,141.943,141.866,141.241,145.341,146.576,143.821,147.856,150.264,152.978,150.708,153.815,154.359,159.146,160.506,162.11,169.894,168.269,171.379,174.094,177.276,177.635,181.799,182.306,186.714,183.151,184.823,186.755,179.521,177.082,172.539,173.344,170.412,171.225,171.444,168.821,170.02,170.911,168.89,171.458,172.518,176.151,173.7,176.445,179.641,176.992,181.271,182.267,185.364,184.936,185.416,186.254,185.03,188.725,191.136,192.506,191.913,191.12,191.461,191.685,194.156,192.057,193.308,194.566,190.265,192.684,191.831,194.241,192.382,192.797,195.275,193.174,195.231,191.856,193.512,193.926,193.767,196.125,193.027,196.309,194.883,194.312,199.567,196.649,198.943,196.322,195.939,199.376,200.439,199.484,198.997,202.931,202.162,202.471,203.784,203.624,206.481,205.9,206.546,207.991,208.473,209.319,210.076,210.673,213.415,213.584,214.923,213.903,216.434,216.297,215.615,219.906,220.321,220.222,222.071,221.468,222.683,223.213,224.853,225.927,228.06,226.97,228.673,227.965,228.574,228.799,230.82,231.357,231.605,233.021,233.185,233.521,232.839,234.931,234.423,234.152,235.61,236.382,237.199,237.894,237.942,237.848,238.878,238.513,239.579,240.232,241.001,241.02,240.926,241.913,242.903,242.954,244.188,244.246,244.616,243.274,245.393,245.608,245.444,245.527,247.337,248.348,247.575,248.505,247.412,248.65,250.155,249.813,251.469,250.354,250.731,251.756,250.772,250.896,250.636,251.298,252.271,253.157,254.143,252.667,253.001,255.175,255.11,256.182,255.196,255.795,254.327,254.827,255.608,256.945,256.509,256.62,257.018,257.818,257.408,256.952,257.673,257.129,258.015,259.839,259.011,259.267
B06,X14,,1,150.432,140.284,153.545,164.964,168.925,173.345,171.722,185.744,172.784,198.441,182.345,198.692,168.656,197.507,176.798,200.852,197.047,187.178,183.147,181.485,176.918,209.185,189.163,186.277,183.42,201.62,191.053,206.235,196.235,232.396,197.317,217.255,213.241,185.965,215.558,223.447,215.131,213.713,216.919,240.061,238.906,228.747,196.178,217.383,227.752,207.113,238.113,233.293,229.931,264.597,216.728,231.572,223.843,236.383,240.896,221.19,280.973,218.035,244.822,215.566,265.35,203.167,242.731,258.108,246.402,253.63,240.799,322.164,317.427,246.982,251.251,327.728,270.024,268.346,264.493,295.493,282.455,329.425,282.449,264.43,297.832,322.015,325.156,296.333,328.151,324.118,304.235,312.39,332.34,324.296,298.207,337.938,326.4,359.441,350.264,342.456,340.745,350.024,382.823,372.753,363.782,372.402,379.69,395.582,400.24,386.635,408.697,393.203,376.384,388.106,388.848,387.629,368.144,379.123,372.69,362.356,353.846,367.237,374.932,385.556,372.441,354.672,365.742,361.276,364.67,353.335,353.8,375.382,359.78,362.317,358.776,357.932,364.766,354.636,373.225,347.728,345.535,363.455,353.087,358.009,359.019,347.725,348.629,376.461,376.147,360.775,359.247,360.953,371.072,351.756,357.338,353.192,354.1,365.441,375.789,356.983,358.763,350.099,354.095,363.252,369.446,357.052,359.713,358.841,354.847,364.372,354.316,367.155,380.169,376.805,371.581,366.333,359.741,359.252,359.94,360.829,372.051,354.109,359.795,360.709,376.045,362.165,361.339,386.72,364.514,362.725,352.369,374.14,365.955,362.82,359.465,374.116,376.431,366.545,393.908,366.576,373.699,363.084,371.237,371.632,372.75,375.759,369.418,369.524,382.718,362.924,365.901,371.25,364.08,362.149,365.86,369.166,362.393,362.314,361.886,369.035,375.159,377.439,367.328,377.358,381.78,381.261,380.466,373.585,381.247,379.322,378.794,384.71,387.384,386.19,380.158,381.056,381.122,372.582,381.316,383.868,386.327,396.64,390.449,388.618,391.048,383.118,388.301,391.151,405.526,394.355,403.076,392.669,393.951,388.463,401.73,398.44,414.906,393.97,396.417,394.9,409.105,393.353,397.025,395.886,401.302,408.577,401.792,396.885,407.014,399.946,403.18,402.827
B07,X15,,1,47.534,46.68,48.924,50.153,51.665,50.921,50.556,53.027,56.345,52.541,50.679,51.979,47.733,52.727,48.651,51.325,47.125,44.865,44.713,46.38,45.4,42.344,43.761,45.094,44.587,42.858,41.963,42.539,41.517,41.536,40.657,40.227,41.209,40.496,40.921,39.77,39.464,38.871,39.546,38.95,39.241,38.542,38.496,38.487,38.57,38.28,38.628,37.983,38.195,38.191,38.001,38.004,38.027,38.144,38.578,38.523,38.325,38.302,38.129,38.174,38.222,37.995,37.851,37.833,37.86,37.827,37.918,37.911,37.958,37.961,37.691,37.619,37.837,37.738,37.667,37.712,37.633,37.728,37.631,37.868,37.595,37.831,37.563,37.813,37.529,37.534,37.584,37.602,37.864,37.792,37.617,37.656,37.833,37.618,37.501,37.748,37.638,37.657,37.745,37.775,37.703,37.663,37.691,37.873,37.717,37.752,37.699,37.586,37.671,37.759,37.563,37.75,37.599,37.804,37.845,37.635,37.512,37.698,37.579,37.654,37.576,37.769,37.59,37.448,37.48,37.603,37.591,37.721,37.613,37.608,37.665,37.741,37.781,37.743,37.615,37.438,37.723,37.472,37.577,37.826,37.741,38.339,37.854,38.026,37.69,37.858,37.834,37.756,37.73,37.63,37.643,37.775,37.944,37.806,37.677,37.814,37.697,37.576,37.564,37.77,37.752,37.798,37.768,37.721,37.732,37.694,37.85,38.039,37.733,37.619,38.023,38.075,37.901,37.865,37.754,37.71,37.897,38.06,37.803,37.93,37.783,37.842,37.66,37.579,37.78,37.95,37.705,37.807,37.754,37.789,37.627,37.717,37.631,37.926,37.727,37.833,37.984,37.735,37.862,37.865,37.749,37.81,37.825,37.874,37.804,37.702,37.829,37.877,37.943,37.909,37.707,37.943,37.792,37.804,38.009,38.062,38.048,37.966,37.676,38.039,37.761,37.841,37.847,37.915,37.955,38.091,38.272,38.053,37.995,38.032,37.899,38.094,37.867,37.96,37.844,37.864,38.064,37.775,37.99,37.754,38.044,38.093,37.932,37.966,37.955,38.282,37.951,37.84,37.893,38.025,37.67,37.671,38.026,38.263,38.195,38.247,38.149,38.113,38.084,38.031,37.872,37.91,37.923,37.797,37.847,38.135,38.103,37.948
B08,X16,,1,47.681,47.419,47.877,46.833,47.858,47.538,48.034,47.361,47.562,47.517,47.932,47.877,47.418,47.526,47.675,47.763,47.823,47.395,47.645,47.541,47.767,48.405,47.608,47.736,47.982,47.838,47.702,48.072,47.651,47.683,48.134,47.687,47.592,47.588,47.859,47.682,47.786,47.228,48.646,47.912,48.411,47.641,47.684,48.21,47.667,47.952,47.838,47.869,47.592,47.863,47.783,47.625,48.486,47.777,47.681,47.602,47.664,47.947,48.098,47.815,47.62,47.446,48.082,47.767,48.389,47.89,47.806,47.66,48.204,47.922,47.527,47.702,47.587,47.769,48.684,47.783,48.586,47.572,47.45,47.654,47.797,47.937,47.523,47.933,48.273,48.543,48.166,48.382,47.773,47.51,47.86,48.13,47.914,48.082,48.01,47.765,47.687,47.65,48.82,48.183,47.552,47.991,48.109,47.772,47.994,48.293,47.834,48.019,48.084,47.945,48.153,48.071,47.933,49.06,48.771,48.302,48.026,48.176,48.201,49.23,47.947,48.507,48.016,47.655,48.141,48.04,48.085,48.268,48.402,47.859,48.171,48.171,48.037,47.646,48.524,48.41,48.295,48.022,48.059,48.012,48.01,47.933,47.916,48.125,48.193,48.12,48.024,48.464,48.71,48.181,49.302,48.197,47.904,48.341,49.066,48.022,48.081,48.975,48.04,48.174,48.758,48.778,48.178,48.139,48.52,48.365,48.027,48.405,48.008,48.76,48.941,47.998,48.769,48.441,48.884,48.275,48.769,48.859,48.848,48.869,48.704,48.158,49.189,48.218,48.885,47.986,48.217,48.359,48.481,48.401,48.898,48.439,49.123,48.663,48.277,48.321,48.435,48.242,48.48,48.622,48.483,48.557,48.486,48.497,48.98,48.765,48.469,48.148,48.836,48.868,48.589,48.494,48.324,48.338,48.485,48.72,48.487,48.833,48.316,48.789,48.883,48.549,49.217,48.601,48.623,48.379,49.813,48.778,48.633,48.181,48.808,48.677,48.954,49.168,49.23,48.741,49.945,48.383,48.929,48.393,48.488,48.088,48.628,48.479,49.575,48.703,49.77,48.865,49.745,48.984,48.878,49.079,49.676,48.428,48.786,48.918,49.177,48.93,48.741,48.38,49.323,48.437,49.051,49.127,49.405,48.899,49.323,48.791
C01,X17,,1,45.113,44.812,44.819,44.867,45.133,45.372,45.375,45.523,45.587,45.679,46.251,46.581,46.509,46.805,47.46,47.738,47.988,47.968,48.397,49.2,49.57,49.942,50.981,51.571,52.21,52.856,53.326,53.862,55.15,55.08,55.881,56.243,56.424,57.204,58.182,58.807,59.099,60.091,60.083,61.126,61.667,62.439,62.377,64.517,63.919,65.784,65.662,66.651,67.906,69.414,70.617,71.324,73.8,75.017,77.684,78.875,80.058,81.149,84.13,84.601,88.088,88.919,92.07,94.235,94.796,97.674,101.149,101.706,103.731,107.509,109.517,113.5,115.532,115.904,123.235,121.574,123.928,126.68,131.291,131.937,134.161,134.638,137.167,142.754,141.725,146.384,148.651,153.927,155.652,158.45,156.94,162.041,162.986,165.677,166.991,168.755,171.153,171.079,174.792,175.748,178.467,177.584,176.24,177.253,173.661,173.266,172.266,172.674,175.274,172.831,173.256,173.354,175.443,175.451,176.136,178.549,179.357,179.628,180.071,179.814,180.312,181.919,180.569,181.793,182.341,181.886,183.975,184.663,182.493,185.259,183.198,185.504,185.448,187,186.512,185.554,189.345,188.55,188.656,190.057,190.241,189.129,189.889,189.827,191.238,191.082,191.181,191.947,193.223,192.546,192.036,191.391,193.077,192.586,194.514,194.469,194.471,194.875,194.094,196.834,195.095,195.034,196.442,197.169,195.899,197.461,196.636,198.863,197.64,198.373,198.552,199.669,198.462,198.693,199.476,200.103,199.897,201.049,200.71,201.481,202.205,202.121,203.847,202.532,204.751,203.778,202.89,203.017,204.338,203.953,205.179,205.157,205.549,206.081,206.332,205.69,206.093,206.695,206.88,206.788,208.129,208.354,208.673,207.913,208.022,209.773,209.311,210.091,210.588,210.451,212.678,211.398,210.922,212.626,212.409,212.495,213.144,213.828,214.131,213.533,214.097,214.615,215.093,216.543,214.847,216.194,216.735,216.712,218.373,217.079,217.063,217.066,218.629,217.469,219.292,219.253,218.814,218.777,219.99,220.046,220.057,220.851,220.847,220.93,220.462,221.341,220.282,220.528,221.314,221.894,221.761,220.766,220.722,221.836,221.483,222.162,222.323,220.318,220.554,220.115,219.726,220.143,218.258,217.575,217.259,216.783,215.285,216.303
C02,X18,,1,44.465,44.432,45.007,44.999,45.34,45.569,46.133,46.874,47.26,48.298,48.471,49.299,49.929,50.917,51.325,52.339,53.425,54.224,55.55,56.628,57.988,58.834,60.357,61.998,63.344,64.434,66.732,67.977,71.077,71.937,74.379,75.718,78.279,80.953,84.055,86.553,89.304,91.875,95.624,98.168,104.341,109.326,112.138,114.278,119.617,124.626,127.53,132.656,139.82,146.127,147.809,155.905,158.712,169.653,175.198,180.888,188.838,198.013,204.797,211.604,223.116,233.953,238.875,242.098,245.48,251.723,248.625,250.604,250.276,245.329,249.473,248.428,249.237,249.749,253.299,254.79,257.337,261.924,260.773,262.546,262.205,263.719,264.512,262.888,264.969,263.307,266.311,266.735,267.123,264.958,267.364,266.536,270.318,269.101,272.256,271.717,272.08,269.978,274.648,277.835,277.429,279.336,280.728,284.354,282.533,284.108,286.373,286.491,284.787,285.895,288.299,286.427,287.383,285.065,283.031,285.38,284.968,282.707,285.951,286.166,284.881,285.772,284.298,285.614,286.064,283.543,285.755,285.565,288.205,287.428,287.237,285.121,287.526,290.44,289.089,291.634,290.414,288.295,293.005,294.276,292.17,293.459,292.501,294.326,291.799,294.736,294.189,294.151,294.045,292.514,294.91,295.271,292.942,294.07,293.106,294.736,292.882,294.579,291.416,293.092,292.777,292.258,291.431,292.974,294.386,294.666,296.82,297.631,299.495,297.772,298.696,298.54,299.566,301.069,300.505,299.18,300.679,299.588,302.932,302.049,300.95,301.986,300.419,301.443,303.269,301.46,301.511,301.513,303.326,301.722,303.489,303.303,304.976,302.413,302.067,302.207,302.963,304.26,300.942,301.129,302.127,302.734,302.514,301.468,302.036,301.347,300.694,300.942,301.656,302.65,301.505,300.631,300.907,301.977,302.017,300.787,301.075,301.244,300.35,298.724,303.638,300.326,302.735,300.897,302.728,301.398,301.073,302.049,301.258,300.153,300.636,299.262,300.327,299.144,300.912,300.199,300.124,298.921,298.294,298.056,301.914,301.683,299.771,301.523,299.62,299.298,300.061,300.017,300.067,299.819,302.076,300.673,299.129,300.998,301.082,299.529,299.988,301.383,300.481,299.505,301.707,301.593,303.057,300.68,302.223,303.413,304.459,303.08
C03,X19,,1,42.953,42.817,42.832,43.728,45.096,45.299,45.3,45.661,45.033,45.175,45.185,45.096,45.234,44.844,44.76,44.544,44.737,44.534,44.509,44.516,44.492,44.343,44.646,44.389,44.305,44.886,44.364,44.984,45.151,45.067,45.027,45.377,45.142,45.233,45.374,45.614,46.001,46.239,45.848,46.504,46.81,46.861,46.805,47.041,47.032,47.583,47.813,47.755,47.731,48.447,48.353,48.749,48.788,49.55,49.758,50.2,50.869,50.283,51.142,51.387,52.25,52.638,53.072,53.767,54.032,54.405,55.076,56.183,57.235,57.592,58.447,59.551,60.077,60.934,61.636,64.417,64.832,65.992,67.43,69.528,71.204,73.481,75.238,78.017,80.795,83.671,86.178,88.874,90.611,93.626,95.481,96.712,98.585,98.811,99.442,99.631,99.227,98.786,97.578,97.135,95.091,93.697,92.274,90.392,89.862,89.571,89.206,89.588,90.174,91.395,93.233,94.292,95.627,99.604,101.288,103.191,105.737,108.751,111.103,114.396,116.638,119.569,120.002,123.179,124.843,127.744,130.518,130.528,131.645,134.432,134.183,136.035,139.632,142.874,143.178,144.992,144.885,143.598,144.189,145.263,148.456,149.801,150.895,158.947,159.664,160.397,165.076,167.632,172.32,172.743,182.657,175.77,187.099,186.052,186.126,193.433,193.473,201.663,200.958,201.703,205.73,204.174,201.129,200.991,202.548,199.744,200.509,196.313,197.228,202.657,200.916,200.324,200.258,202.711,201.53,201.526,207.385,209.709,211.705,206.67,212.336,210.288,214.078,211.991,214.853,217.222,221.439,221.99,218.55,217.378,223.629,222.709,223.435,228.21,223.563,223.856,219.772,225.493,226.428,227.153,223.94,228.633,226.876,230.289,222.052,226.919,230.325,226.793,226.466,229.272,228.128,232.071,233.718,230.145,231.181,235.836,234.274,233.019,238.975,236.09,237.852,236.194,232.979,239.021,239.804,239.099,240.933,238.163,240.328,245.415,242.542,248.725,245.184,248.158,248.472,246.992,250.743,249.948,252.618,254.014,252.622,254.537,253.826,257.305,257.929,261.142,263.314,262.114,261.633,263.316,267.711,265.568,265.083,267.641,269.915,266.845,269.208,272.567,271.206,270.355,272.187,274.35,276.578,271.646,276.616,273.828,276.144,275.632
C04,X20,,1,56.274,56.644,57.074,57.118,57.602,57.897,58.334,58.517,59.465,59.856,61.655,62.51,63.371,63.836,65.531,67.082,67.74,69.688,71.283,72.454,73.569,75.438,77.171,78.12,79.218,80.324,81.717,83.534,86.076,85.726,87.038,87.566,88.659,90.247,91.895,93.091,94.993,95.175,98.897,99.755,100.114,101.863,106.735,108.698,110.013,114.256,116.608,119.178,118.453,117.036,128.866,135.388,144.336,162.497,161.626,163.474,175.398,188.103,197.76,196.978,203.601,209.921,215.061,219.583,224.511,228.365,232.479,234.444,234.276,231.177,225.704,221.397,217.449,215.448,215.063,212.847,211.962,211.447,211.235,210.505,211.116,211.975,213.841,215.32,215.286,214.525,213.892,215.237,217.102,217.838,217.129,214.584,217.37,217.566,218.386,214.982,218.286,216.237,214.626,217.19,217.079,220.398,217.762,219.139,219.25,220.055,219.039,219.672,219.48,221.784,218.979,222.835,219.877,221.216,222.027,220.526,222.101,224.027,223.149,223.777,224.651,224.278,223.731,223.296,224.67,224.977,225.724,224.761,223.305,226.036,225.814,227.187,230.067,227.253,224.819,228.447,226.816,228.701,228.724,232.153,229.39,231.072,233.129,231.427,230.958,231.636,230.033,229.563,229.552,228.099,227.118,227.386,228.363,229.195,230.225,231.452,232.769,234.052,234.245,239.281,240.282,241.908,240.788,246.471,246.558,247.173,245.422,250.578,250.021,251.996,252.593,255.331,255.878,255.862,257.821,257.559,258.821,258.773,262.317,261.365,260.44,265.836,263.979,265.769,266.314,265.347,268.431,266.152,270.779,268.592,266.577,269.077,268.94,271.322,272.231,271.257,273.073,274.326,274.051,271.634,272.07,271.405,274.994,274.357,273.81,274.544,274.758,275.535,275.732,275.587,274.654,277.036,275.556,279.506,279.351,278.516,278.284,278.804,278.716,278.471,280.311,279.944,280.951,280.255,279.99,280.836,283.491,283.487,283.272,284.817,284.644,285.148,283.189,284.677,286.805,286.587,287.177,291.137,286.112,286.096,290.025,289.203,291.157,290.321,291.673,293.572,294.19,293.354,293.204,293.351,294.826,298.119,297.718,296.609,298.453,299.2,299.963,300.154,298.759,300.327,301.214,302.213,303.146,303.803,306.686,305.386,305.497,306.728
