Probe_Set_ID	Gene_Symbol	Gene_name_1	Gene_name_2	Description	S_cerev_homol	log2_ratio_cdk8mut	log2_ratio_Æmed12	log2_ratio_Æmed15	log2_ratio_med17Æ50	log2_ratio_Æmed18	log2_ratio_Æmed20
1769457_at	SPBC557.03c	pim1	"dcd1,ptr2"	GDP/GTP exchange factor (RanGEF)	YGL097W	0	0	-0.355555556	0.075	0	0
1772237_at	SPBC557.04	ppk29		Ark1/Prk1 family protein kinase Ppk29	YBR059C|YIL095W|YNL020C	0	-0.122222222	0	0	0.211111111	0
1775086_at	SPBC557.05	SPBC557.05		arrestin family	NONE	0.288888889	0	0.466666667	0	0	-0.155555556
1775285_at	SPBC56F2.01	pof12		F-box protein	NONE	0	0	0	0	0	-0.233333333
1769355_at	SPBC56F2.02	rpl1901	rpl19-1	60S ribosomal protein L19	YBL027W|YBR084C-A	0	0	0	-0.05	0.022222222	0
1772469_at	SPBC56F2.03	SPBC56F2.03		actin-like protein	YDR106W	0	0	0	0	0	0
1770490_at	SPBC56F2.04	SPBC56F2.04		snoRNA binding	YBL004W	0	0	0	-0.1	0	0
1780249_at	SPBC56F2.05c	SPBC56F2.05c		transcription factor	NONE	0.077777778	-0.4	0.922222222	0.225	0.533333333	0.033333333
1778068_at	SPBC56F2.06	SPBC56F2.06		sequence orphan	NONE	-1.111111111	-0.877777778	3.244444444	1.1	2.488888889	1.966666667
1771740_at	SPBC56F2.07c	SPBC56F2.07c		AAA family ATPase	YLR397C	0	0	0	0.025	-0.177777778	-0.377777778
1772954_at	SPBC56F2.08c	SPBC56F2.08c		RNA-binding protein	YJR091C|YPR042C	-1.6	1.088888889	-0.011111111	0.475	-0.3	0.733333333
1778082_at	SPBC56F2.09c	arg5		carbamoyl-phosphate synthase Arg5	YOR303W	-0.166666667	0	-0.366666667	-0.45	-0.1	0
1770030_at	SPBC56F2.10c	alg5		dolichyl-phosphate beta-glucosyltransferase Alg5	YPL227C	0	0	-0.088888889	-0.7	-0.155555556	0
1778468_at	SPBC56F2.11	met6		homoserine O-acetyltransferase	YNL277W	-0.833333333	0.322222222	1.211111111	0.5	0.555555556	0.677777778
1770396_at	SPBC56F2.12	ilv5		acetohydroxyacid reductoisomerase	YLR355C	0	0.011111111	0.1	0	0.1	0
1776287_at	SPBC56F2.14	mrpl44		mitochondrial ribosomal protein subunit l44	YMR225C	0.133333333	0	0	0.325	0.033333333	0
1770926_at	SPBC577.02	rpl3801	rpl38-1	60S ribosomal protein L38	YLR325C	0	0	0	0	0	0
1779368_at	SPBC577.03c	SPBC577.03c		N-acetyltransferase	NONE	0.111111111	0	0.111111111	0.225	0.166666667	-0.033333333
1774450_at	SPBC577.04	SPBC577.04		conserved eukaryotic protein	NONE	0	-0.066666667	0.333333333	0.775	0.355555556	0
1774286_at	SPBC577.05c	rec27	mug41	meiotic recombination protein Rec27	NONE	0	0	0	0	0	0
1779875_at	SPBC577.06c	SPBC577.06c		phosphatidylinositol kinase	YLR305C	-0.111111111	-0.1	0	0	0	0
1779427_at	SPBC577.07	ubp10		ubiquitin C-terminal hydrolase activity	YFR005C	0	0	0	0.325	0	-0.1
1778994_at	SPBC577.08c	SPBC577.08c		thioredoxin family	NONE	0	-0.255555556	0.066666667	-0.075	0	0
1779384_at	SPBC577.09	SPBC577.09		WD repeat protein	NONE	0	-0.1	0.355555556	0.85	0.277777778	0
1774395_at	SPBC577.10	SPBC577.10		20S proteasome component beta 7	YFR050C	-0.277777778	0	0.233333333	0.575	0.4	0.311111111
1772481_at	SPBC577.11	SPBC577.11		sequence orphan	NONE	-0.4	0	0.044444444	0	0.311111111	0.377777778
1772230_at	SPBC577.12	SPBC577.12		endoribonuclease	YLR143W	0	-0.111111111	-0.466666667	-0.475	-0.222222222	-0.422222222
1769787_at	SPBC577.13	SPBC577.13		inositol polyphosphate phosphatase	YIL002C|YNL106C|YOL065C	0	-0.155555556	0	0	-0.044444444	-0.033333333
1777333_at	SPBC577.14c	spa1	spa	ornithine decarboxylase antizyme Spa1	NONE	-0.2	0	0.188888889	0.2	0.1	0.055555556
1773537_at	SPBC577.15c	SPBC577.15c		TPR repeat protein	NONE	0	-0.322222222	-0.044444444	0	0.033333333	-0.044444444
1776780_at	SPBC582.03	cdc13		cyclin	YGR108W|YPR119W	-0.055555556	0	-0.044444444	-0.35	0	0
1779913_at	SPBC582.04c	SPBC582.04c		sequence orphan	NONE	0.2	0	0.744444444	0.625	0.4	0
1771374_at	SPBC582.05c	brc1		BRCT domain	YHR154W	0	-0.088888889	-0.522222222	-0.375	0	-0.033333333
1776495_at	SPBC582.06c	mcp6	hrs1	meiosis specific coiled-coil protein Mcp6	NONE	0.266666667	0.5	0	0	0	-0.111111111
1777014_at	SPBC582.07c	rpn7		19S proteasome regulatory subunit Rpn7	YPR108W	0	0	0.111111111	0.125	0.4	0
1776133_at	SPBC582.08	SPBC582.08		alanine aminotransferase	YDR111C|YLR089C	0	0	-0.177777778	-0.55	-0.044444444	0
1774420_at	SPBC582.09	pex11		peroxisomal biogenesis factor 11	YOL147C	0	0	0	0	0	0
1779719_at	SPBC582.10c	SPBC582.10c		DEAD/DEAH box helicase	YBR114W	0	0	0.5	0.175	0.344444444	0
1776070_at	SPBC609.01	SPBC609.01		ribonuclease II (RNB) family	NONE	-0.011111111	0	0.966666667	-0.25	-0.144444444	0.077777778
1774848_at	SPBC609.02	ptn1		"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase"	YNL128W	0	-0.233333333	0.066666667	0.7	0.055555556	-0.122222222
1779183_at	SPBC609.03	SPBC609.03		WD repeat protein	NONE	-0.055555556	-0.288888889	0.822222222	0.275	0.166666667	0
1770977_at	SPBC609.04	caf5		spermine transporter family	YPR156C	0.166666667	0	-0.066666667	0.625	0	-0.1
1775950_at	SPBC609.05	SPBC609.05		FACT complex component	YML069W	-0.566666667	-0.044444444	-0.188888889	-0.225	0.122222222	0
1770853_at	SPBC646.02	cwf11		complexed with Cdc5p	NONE	0	-0.1	-0.177777778	0	0.022222222	-0.022222222
1776527_at	SPBC646.03	SPBC646.03		glutamyl-tRNA amidotransferase	YMR293C	0	0	0	-0.45	0	-0.133333333
1771060_at	SPBC646.04	pla1		poly(A) polymerase Pla1	YKR002W	0	-0.244444444	0	0.1	0.211111111	-0.033333333
1770582_at	SPBC646.05c	erg9		squalene synthase Erg9	YHR190W	0	0	0	0	0	0
1774854_at	SPBC646.06c	agn2		"glucan endo-1,3-alpha-glucosidase Agn2"	NONE	0	0	-0.2	-0.775	-0.933333333	-0.6
1769409_at	SPBC646.07c	SPBC646.07c		3-oxo-5-alpha-steroid 4-dehydrogenase	YDL015C	0	0	0	0	0.088888889	0
1775681_at	SPBC646.08c	SPBC646.08c		oxysterol binding protein	YHR001W|YKR003W|YOR237W|YPL145C	0	0	0.288888889	-0.075	0	0
1770328_at	SPBC646.09c	int6	"yin6,yin6"	translation initiation factor eIF3e	NONE	0	0	0	-0.225	0	0
1770022_at	SPBC646.10c	SPBC646.10c		ribonucleoprotein (RNP) complex	YLR197W	0	0	0	0.05	0	0
1778224_at	SPBC646.11	cct6		chaperonin-containing T-complex zeta subunit Cct6	YDR188W	0	0	0	0	0.022222222	0
1778343_at	SPBC646.12c	gap1	"src1,sar1"	GTPase activating protein Gap1	NONE	0.277777778	0.033333333	-0.188888889	0	0	0
1777220_at	SPBC646.13	sds23	"psp1,moc1"	CBS domain protein	YBR214W|YGL056C	0.111111111	0.033333333	0.288888889	-0.125	0.077777778	0.266666667
1774331_at	SPBC646.14c	orc5		origin recognition complex subunit Orc5	YNL261W	0	-0.211111111	-0.266666667	0.3	0	-0.133333333
1771610_at	SPBC646.15c	SPBC646.15c		Pex16 family protein	NONE	0	0	0	0.075	0	0
1772685_at	SPBC646.16	SPBC646.16		20S proteasome component alpha 1	YGL011C	0	0	0	0	0.044444444	0
1773418_at	SPBC646.17c	dic1	"SPBC855.01c,SPBP35G2.01c"	dynein intermediate chain Dic1	NONE	0	0	1.577777778	0	0.955555556	0
1779472_at	SPBC649.02	rps1902	"rps19-2,rps19"	40S ribosomal protein S19	YNL302C|YOL121C	0	0	0	-0.125	0	0
1777560_at	SPBC649.03	rhp14		XP-A family homolog Rhp14	YMR201C	0	0	0.388888889	0.225	0.6	0
1773940_at	SPBC649.04	uvi15		UV-induced protein Uvi15	YBR016W|YDL012C|YDR210W	-0.677777778	0.344444444	0.655555556	0.2	0.211111111	0.655555556
1774029_at	SPBC649.05	cut12	stf1	spindle pole body protein Cut12	NONE	0	-0.211111111	0	0.225	0.2	0
1773108_at	SPBC651.01c	nog1	SPBC725.18c	GTP binding protein Nog1	YPL093W	-0.6	0	-0.166666667	1	0.044444444	0
1770373_at	SPBC651.02	SPBC651.02		nitrilase	YJL126W	0	-0.611111111	0.266666667	0.775	0.322222222	0.088888889
1778938_at	SPBC651.03c	gyp10		GTPase activating protein Gyp10	NONE	0.044444444	0.033333333	0.311111111	0.95	0.4	0.566666667
1772979_at	SPBC651.04	SPBC651.04		sequence orphan	NONE	-0.244444444	0	-0.3	-0.075	-0.6	0
1778158_at	SPBC651.05c	dot2		EAP30 family protein Dot2	YPL002C	-0.455555556	-0.733333333	0	0.575	0.577777778	0
1772829_at	SPBC651.06	SPBC651.06		sequence orphan	NONE	-0.111111111	0.166666667	0	-0.45	-0.766666667	0.066666667
1769394_at	SPBC651.07	csa1		COP9/signalosome associated	NONE	0	0	-0.233333333	0.075	0	0
1776861_at	SPBC651.08c	rpc1		DNA-directed RNA polymerase III complex large subunit Rpc1	YOR116C	-0.133333333	-0.211111111	0.166666667	0.425	0.044444444	0
1776101_at	SPBC651.09c	SPBC651.09c		RNA polymerase II associated Paf1 complex	YGL244W	-0.122222222	0	0.177777778	0.15	0.277777778	0.155555556
1769911_at	SPBC651.10	nse5		Smc5-6 complex non-SMC subunit Nse5	NONE	0	0	0	-0.1	-0.055555556	0
1776374_at	SPBC651.11c	apm3		AP-3 adaptor complex subunit Apm3	YBR288C	0	-0.055555556	0.155555556	0.25	0.388888889	0.066666667
1777876_at	SPBC651.12c	SPBC651.12c		sequence orphan	NONE	0	-0.288888889	0	0.175	0.044444444	-0.066666667
1774269_at	SPBC660.05	SPBC660.05		hypothetical protein	YFL010C	0.344444444	0.222222222	-0.344444444	-2.225	-0.911111111	0.011111111
1776737_at	SPBC660.06	SPBC660.06		hypothetical protein	YFL010C	-1.3	1.533333333	2.088888889	0.6	0.522222222	1.844444444
1773294_at	SPBC660.07	ntp1		"alpha,alpha-trehalase Ntp1"	YBR001C|YDR001C	0.188888889	0.066666667	1.311111111	0.4	1.277777778	0.922222222
1770533_at	SPBC660.08	SPBC660.08		sequence orphan	NONE	-0.433333333	0	1.066666667	0.875	0.677777778	0.633333333
1775062_at	SPBC660.09	SPBC660.09		sequence orphan	NONE	0.166666667	0	1.4	1.05	0.722222222	0.388888889
1776962_at	SPBC660.10	SPBC660.10		translation elongation factor G	YJL102W	-0.433333333	0.522222222	0.044444444	-0.325	-0.255555556	0.344444444
1775753_at	SPBC660.11	tcg1		single-stranded telomeric binding protein Tgc1	NONE	-0.144444444	0	0	0	0.488888889	0.288888889
1769512_at	SPBC660.12c	SPBC660.12c		peptide epimerase	NONE	0	0	-0.277777778	-0.425	0	-0.088888889
1773556_at	SPBC660.13c	ssb1	"rpa1,rad11"	DNA replication factor A subunit Ssb1	YAR007C	0	-0.277777778	0	-0.375	-0.1	0
1775655_at	SPBC660.14	mik1		mitotic inhibitor kinase Mik1	YJL187C	-0.455555556	0	-0.955555556	-1.15	-1.211111111	-0.377777778
1778361_at	SPBC660.15	SPBC660.15		mRNA cleavage factor complex	YOL123W	-1.655555556	0	-1.544444444	-1.3	-1.866666667	-0.211111111
1773928_at	SPBC660.16	SPBC660.16		"phosphogluconate dehydrogenase, decarboxylating"	YGR256W|YHR183W	0	0.044444444	0.011111111	-0.075	0.066666667	0
1769444_at	SPBC660.17c	SPBC660.17c		sequence orphan	NONE	0	0	0.277777778	-0.325	0.022222222	0
1780135_at	SPBC685.02	SPBC685.02		conserved eukaryotic protein	YBR163W	-0.522222222	0.833333333	0.344444444	0	-0.111111111	0.511111111
1771898_at	SPBC685.03	SPBC685.03		sequence orphan	NONE	0.055555556	0	0	0.425	-0.044444444	-0.155555556
1778603_at	SPBC685.04c	aps2		AP-2 adaptor complex subunit Aps2	YJR058C	0.177777778	0	0	0.2	0.233333333	-0.077777778
1771146_at	SPBC685.05	gpi15		pig-H	YNL038W	0	-0.344444444	0	-0.1	-0.055555556	-0.122222222
1773583_at	SPBC685.06	rps001	"rps0-1,rpsa-1,rps0"	40S ribosomal protein S0A (p40)	YGR214W|YLR048W	0	0	0	-0.1	0	0.044444444
1778247_at	SPBC685.07c	rpl2701	rpl27-1	60S ribosomal protein L27	YDR471W|YHR010W	0	0	0	-0.15	0	0
1770804_at	SPBC685.08	SPBC685.08		sequence orphan	NONE	0	0	-0.5	0	0.033333333	0
1769535_at	SPBC685.09	orc2	orp2	origin recognition complex subunit Orc2	YBR060C	0	-0.2	-0.555555556	0.125	0.022222222	-0.066666667
1773736_at	SPBC691.01	SPBC691.01		palmitoyltransferase	YDR459C|YNL326C	0	0	0	-0.1	-0.288888889	-0.355555556
1770094_at	SPBC691.02c	SPBC691.02c		RINT1 family protein	YGL145W	0.155555556	0.211111111	0	-0.35	-0.2	0
1779642_at	SPBC691.03c	apl3		AP-2 adaptor complex subunit Alp3	YBL037W	0	-0.322222222	-0.055555556	0.2	0.2	-0.066666667
1769897_at	SPBC691.04	SPBC691.04		DEAD/DEAH box helicase	YDR194C	0	0	-0.366666667	-0.125	0	-0.122222222
1775103_at	SPBC691.05c	pi030	SPBP22H7.01c	ion channel	YBR086C	-0.044444444	-0.2	-0.211111111	0	0	0
1778511_at	SPBC6B1.02	ppk30		Ark1/Prk1 family protein kinase Ppk30	YBR059C|YIL095W|YNL020C	-0.066666667	-0.077777778	0.333333333	0	-0.044444444	0
1772885_at	SPBC6B1.03c	SPBC6B1.03c		hypothetical protein	YHR097C	0	0	0	0	0	-0.133333333
1771298_at	SPBC6B1.04	mde4		mei4 dependent protein Mde4	NONE	0.211111111	0	0	0.325	0.066666667	-0.033333333
1775472_at	SPBC6B1.05c	SPBC6B1.05c		ubiquitin-like conjugating enzyme	YHR171W	-0.533333333	-0.911111111	0.177777778	0.275	0.011111111	-0.088888889
1779698_at	SPBC6B1.06c	ubp14	ucp2	ubiquitin C-terminal hydrolase activity	YBR058C	0.277777778	0	0.422222222	0.375	0.6	0.6
1778719_at	SPBC6B1.07	prp1	zer1	TPR repeat protein	YBR055C	0	0	0.077777778	0	0.033333333	0
1779791_at	SPBC6B1.08c	SPBC6B1.08c		2 OG-Fe(II) oxygenase superfamily	YER049W	0	0	0.133333333	-0.1	0	0
1770903_at	SPBC6B1.09c	nbs1		FHA domain (phosphopeptide binding)	YDR369C	0.111111111	0	1.188888889	0.35	0.688888889	0.166666667
1779171_at	SPBC6B1.10	prp17		WD repeat protein	YDR364C	-0.122222222	-0.766666667	0	0	0.366666667	0
1770444_at	SPBC6B1.12c	SPBC6B1.12c		SAGA complex subunit	YBR111W-A	-0.055555556	-0.355555556	0	0.475	0	-0.288888889
1778062_at	SPBC713.02c	ubp21	"ubpD,ubp15"	ubiquitin C-terminal hydrolase Ubp21	YMR304W	0	-0.044444444	0.277777778	0.5	0.511111111	0.111111111
1773116_at	SPBC713.03	SPBC713.03		D-lactate dehydrogenase (cytochrome)	YDL178W|YEL071W	0.066666667	0	-0.555555556	-0.35	-0.044444444	0
1773526_at	SPBC713.04c	SPBC713.04c		U3 snoRNP-associated protein	YCR057C	0	0	-0.288888889	0.4	-0.033333333	-0.033333333
1777066_at	SPBC713.05	SPBC713.05		WD repeat protein	NONE	0	0	0	0.175	0.033333333	-0.077777778
1778048_at	SPBC713.06	adl1	lig3	DNA ligase	YDL164C	0	0	0.233333333	0.425	0.544444444	0
1777491_at	SPBC713.07c	SPBC713.07c		vacuolar polyphosphatase	YDR452W	-0.122222222	0	-0.166666667	0	-0.122222222	0
1777535_at	SPBC713.08	tom13		mitochondrial TOM complex subunit Tom13	YOL026C	0.3	0	0.2	0	0.111111111	0
1770415_at	SPBC713.09	SPBC713.09		sequence orphan	NONE	0.166666667	0	0.877777778	0.35	0.833333333	0.033333333
1779730_at	SPBC713.10	tim16		TIM23 translocase complex subunit Tim16	YJL104W	0.077777778	0	0	0.675	0.2	0.133333333
1775372_at	SPBC713.11c	SPBC713.11c		UPF0057 family	YDR276C	0	0	0	-0.075	0	0
1776099_at	SPBC713.12	erg1		squalene monooxygenase Erg1	YGR175C	-0.066666667	0	0	-0.45	0.077777778	0.066666667
1776144_at	SPBC725.01	SPBC725.01		aspartate aminotransferase	YKL106W	0.022222222	0	-0.255555556	-0.575	-0.244444444	0
1770873_at	SPBC725.02	mpr1	spy1	speedy	YDL235C	-0.544444444	1.033333333	0.4	-0.675	0.033333333	1.122222222
1775300_at	SPBC725.03	SPBC725.03		conserved yeast protein	YGR017W	0.422222222	0.411111111	3.077777778	-0.925	1.866666667	1.688888889
1776195_at	SPBC725.04	SPBC725.04		oxalyl-CoA decarboxylase	YEL020C	0.155555556	0	1.066666667	0.25	0.344444444	0
1770874_at	SPBC725.05c	SPBC725.05c		nucleotide pyrophosphatase	YCR026C|YEL016C	0	-0.166666667	-0.066666667	0.425	0.011111111	0
1770135_at	SPBC725.06c	ppk31		serine/threonine protein kinase	YFL033C	0.166666667	0.222222222	1.288888889	0	0.1	0
1774132_at	SPBC725.07	pex5		peroxisomal targeting signal receptor	YDR244W|YMR018W	0.166666667	0.088888889	0.433333333	0.625	0.466666667	0.033333333
1770563_at	SPBC725.08	SPBC725.08		transcription factor	NONE	-0.166666667	-0.6	0	0.25	0.311111111	0
1772629_at	SPBC725.09c	hob3		amphiphysin	YCR009C	-0.222222222	0	0	0.075	0.166666667	0.033333333
1771035_at	SPBC725.10	SPBC725.10		similar to peripheral-type benzodiazepine receptor	NONE	0.811111111	0.277777778	2.577777778	1.35	2.366666667	1.666666667
1773373_at	SPBC725.11c	php2		CCAAT-binding factor complex subunit Php2	YGL237C	0.022222222	0.677777778	0.477777778	0	0.022222222	0.655555556
1771213_at	SPBC725.12	SPBC725.12		sequence orphan	NONE	1.188888889	3	1.266666667	0	1	2.111111111
1771248_at	SPBC725.13c	psf2	dre13	GINS complex subunit Psf2	YJL072C	0	0	0.833333333	0.05	0.733333333	0.2
1772285_at	SPBC725.14	SPBC725.14		acetylglutamate synthase	YJL071W	0.066666667	0	0.477777778	0.375	0.233333333	0
1772034_at	SPBC725.15	ura5		orotate phosphoribosyltransferase Ura5	YML106W|YMR271C	0	0	-0.666666667	0	0	0
1777558_at	SPBC725.16	res1	sct1	MBF transcription factor complex subunit Res1	YER111C	0.511111111	0	0	0	0	0
1773192_at	SPBC725.17c	rrn11		RNA polymerase I component	YML043C	0	0	0	-0.3	-0.633333333	-0.211111111
1770401_at	SPBC776.01	rpl29		60S ribosomal protein L29	YFR032C-A	0	0	0.022222222	0	0.055555556	0
1769926_at	SPBC776.02c	dis2	"sds1,bws1"	serine/threonine protein phosphatase PP1	YER133W	-0.166666667	0	0	-0.2	0.022222222	0
1775597_at	SPBC776.03	SPBC776.03		homoserine dehydrogenase	YJR139C	0	0	0	-0.3	0	0
1773563_at	SPBC776.04	sec2302	sec23-b	GTPase activating protein	YPR181C	0	-0.055555556	-0.266666667	0	-0.088888889	-0.155555556
1770242_at	SPBC776.05	SPBC776.05		membrane transporter	YGR149W	0	-0.177777778	0.6	0.3	0.4	0.022222222
1775714_at	SPBC776.06c	SPBC776.06c		spindle pole body interacting protein	YOR129C	0.155555556	-0.311111111	0.2	0.55	0.255555556	0
1774292_at	SPBC776.07	SPBC776.07		conserved eukaryotic protein	YIL070C	0	-0.122222222	0	0	0	-0.144444444
1771284_at	SPBC776.08c	SPBC776.08c		Nrap	YGR090W	-0.066666667	-0.377777778	-0.177777778	0.4	0	-0.044444444
1769636_at	SPBC776.09	ste13		ATP-dependent RNA helicase Ste13	YDL160C	-0.555555556	0	0	-0.225	0	0
1776243_at	SPBC776.10c	SPBC776.10c		Golgi transport complex peripheral subunit	YNL041C	0.055555556	0	0.055555556	0.325	0.177777778	-0.066666667
1769996_at	SPBC776.11	rpl2801	rpl28-1	60S ribosomal protein Ll28B 27a	YGL103W	0	0.044444444	0.011111111	-0.075	0.1	0
1774386_at	SPBC776.12c	hsk1		serine/threonine protein kinase Hsk1	YDL017W	0.244444444	0.222222222	0.344444444	0.725	0.022222222	0
1774278_at	SPBC776.13	cnd1		condensin subunit Cnd1	YLR272C	0	0	0	0	0.022222222	-0.077777778
1770528_at	SPBC776.14	plh1		phospholipid-diacylglycerol acyltransferase Plh1	YNR008W	0	-0.522222222	0	0	0	0
1777934_at	SPBC776.15c	SPBC776.15c		dihydrolipoamide S-succinyltransferase (e2 component of oxoglutarate dehydrogenase complex)	YDR148C	-0.444444444	0	0.344444444	0.075	0.055555556	0
1778650_at	SPBC776.16	SPBC776.16		sequence orphan	NONE	1.833333333	1.166666667	1.055555556	1.5	0.611111111	0
1771721_at	SPBC776.17	SPBC776.17		rRNA processing protein	YCL031C	-0.655555556	-0.211111111	-0.522222222	0.875	0.077777778	0
1776105_at	SPBC776.18c	pmh1	mcr1	transcription factor TFIIH complex subunit Pmh1	YDR460W	0	0	0.066666667	0.325	0.133333333	0
1773322_at	SPBC800.02	whi5		cell cycle transcriptional repressor Whi5	YOR083W	0.055555556	0	0	-0.85	-0.3	-0.177777778
1775682_at	SPBC800.03	clr3		histone deacetylase (class II) Clr3	YNL021W	-0.144444444	0	0.077777778	0.05	0.055555556	0.022222222
1776421_at	SPBC800.04c	rpl4301	"rpl43-1,rpl43,rpl37a-1"	60S ribosomal protein L37a	YJR094W-A|YPR043W	0	0	0.022222222	-0.075	0.077777778	0
1770881_at	SPBC800.05c	tub1	"atb2,alp2,ban5"	tubulin alpha 2	YML085C|YML124C	-0.166666667	0.233333333	-0.255555556	0.075	0.055555556	0.188888889
1770982_at	SPBC800.06	brx1		ribosome biogenesis protein Brx1	YOL077C	-0.077777778	-0.211111111	0	1.15	0.277777778	0
1770387_at	SPBC800.07c	tsf1		mitochondrial translation elongation factor EF-Ts Tsf1	NONE	0	0	0	-0.275	0	-0.111111111
1772938_at	SPBC800.08	gcd10		translation initiation factor eIF-3 gamma subunit Gcd10	YNL062C	0	-0.066666667	-0.711111111	0.275	-0.044444444	0
1774704_at	SPBC800.09	sum2		G2/M transition checkpoint protein Sum2	YPR129W	-0.277777778	-0.188888889	-0.122222222	-0.075	0.088888889	0
1775544_at	SPBC800.10c	SPBC800.10c		actin cortical patch component	YBL047C|YIR006C	-0.666666667	-0.777777778	-0.4	-0.225	-0.144444444	-0.166666667
1776086_at	SPBC800.11	SPBC800.11		inosine-uridine preferring nucleoside hydrolase	NONE	-2.244444444	-2.588888889	-3.811111111	-2.375	-4.022222222	-3
1771746_at	SPBC800.12c	SPBC800.12c		ubiquitin family protein	NONE	0	-0.522222222	-0.655555556	0.075	-0.255555556	0
1773287_at	SPBC800.13	SPBC800.13		histine H4 variant	NONE	-0.1	0	-1	-0.375	-0.366666667	-0.288888889
1775813_at	SPBC800.14c	SPBC800.14c		conserved fungal protein	NONE	0.333333333	-0.077777778	1.522222222	0.675	0.611111111	0.022222222
1777064_at	SPBC83.01	ucp8		UBA domain protein	YBL047C|YIR006C	0	-0.322222222	0	0.325	0.288888889	0
1771333_at	SPBC83.02c	rpl4302	"rpl43-2,rpl43,rpl37a-2"	60S ribosomal protein L37a	YJR094W-A|YPR043W	0	0	0.011111111	-0.1	0	0
1776124_at	SPBC83.03c	tas3		RITS complex subunit 3	NONE	0	0	0.477777778	0	0.022222222	0
1772630_at	SPBC83.04	apc15		anaphase-promoting complex subunit Apc15	YIR025W	0.511111111	0.866666667	0.311111111	-0.125	0.066666667	0.188888889
1771618_at	SPBC83.05	SPBC83.05		RNA-binding protein	YMR302C	0.066666667	0	0.722222222	0.025	0.566666667	0.155555556
1769706_at	SPBC83.06c	SPBC83.06c		mitochondrial ribosomal protein subunit L36	YPL183W-A	0.066666667	0	-0.377777778	-0.1	-0.044444444	0
1769923_at	SPBC83.07	jmj3		Lid2 complex subunit Jmj3	NONE	0	-0.077777778	-0.077777778	-0.1	-0.222222222	-0.322222222
1779915_at	SPBC83.08	SPBC83.08		AAA family ATPase	YPL235W	0	-0.211111111	-0.177777778	0	0	0
1774714_at	SPBC83.09c	SPBC83.09c		GYF domain	YHR156C	0	-0.055555556	0.422222222	0.675	0.155555556	-0.055555556
1776488_at	SPBC83.10	SPBC83.10		sequence orphan	NONE	0	-0.133333333	-0.155555556	0.15	0.055555556	0
1770006_at	SPBC83.11	SPBC83.11		phosphate/phosphoenolpyruvate translocator	YJL193W|YOR307C	-0.844444444	0	0.033333333	0	0.033333333	0
1769815_at	SPBC83.12	SPBC83.12		sequence orphan	NONE	0.122222222	0	0.255555556	1.4	1.033333333	0.188888889
1778762_at	SPBC83.13	SPBC83.13		mitochondrial tricarboxylic acid transporter	YMR241W	0	0	0.166666667	0	0	-0.022222222
1774698_at	SPBC83.14c	rfc5		DNA replication factor C complex subunit Rfc5	YBR087W	0.033333333	0	-0.122222222	-0.45	-0.244444444	0
1769989_at	SPBC83.15	SPBC83.15		WD repeat protein	YGL111W	0	0	-0.244444444	1.175	0.3	0
1769337_at	SPBC83.16c	SPBC83.16c		conserved fungal protein	YJL082W|YKR018C	0.155555556	0	0.033333333	0	0.177777778	0
1771622_at	SPBC83.17	SPBC83.17		multiprotein bridging factor	YOR298C-A	0.022222222	-0.044444444	0.088888889	-0.1	0.366666667	0.144444444
1775429_at	SPBC83.18c	SPBC83.18c		C2 domain	YNL152W	0.166666667	0.088888889	-0.088888889	0.5	0.022222222	0.166666667
1771273_at	SPBC83.19c	SPBC83.19c		dubious	NONE	0	0	0	0	0.355555556	0
1775900_at	SPBC839.02	SPBC839.02		arrestin family	YJL084C|YKR021W	-0.055555556	-0.066666667	0.766666667	0.1	0	0
1778032_at	SPBC839.03c	SPBC839.03c		neddylation protein Dcn1	YLR128W	0.166666667	0	-0.066666667	-0.15	-0.055555556	-0.077777778
1776500_at	SPBC839.04	rpl803	"rpl8-3,rpk5-b,rpkD4"	60S ribosomal protein L8	YFR031C-A|YIL018W	0	0	0	0	0.044444444	0
1774919_at	SPBC839.05c	rps1701	rps17-1	40S ribosomal protein S17	YDR447C|YML024W	0	0	0	-0.075	0	0
1771589_at	SPBC839.06	cta3		cation-transporting P-type ATPase Cta3	YDR038C|YDR039C|YDR040C	0.311111111	0.588888889	1.533333333	-2.825	0.3	1.366666667
1779180_at	SPBC839.07	ibp1		itty bitty phosphatase Ibp1	YGR203W|YPR200C	-0.266666667	-0.244444444	-1	0.825	0.177777778	-0.022222222
1773689_at	SPBC839.08c	SPBC839.08c		pig-N	YKL165C	0	0	0.155555556	0	-0.1	0
1776142_at	SPBC839.09c	mrp21		mitochondrial ribosomal protein subunit Mrp21	YBL090W	0	0	-0.122222222	0.075	0.022222222	0
1773947_at	SPBC839.10	SPBC839.10		conserved eukaryotic protein	NONE	0	-0.133333333	0	0.325	0.222222222	0
1773770_at	SPBC839.11c	hut1		uridine diphosphate-N-acetylglucosamine transporter Hut1	YPL244C	0	0	-0.388888889	-0.35	-0.4	-0.166666667
1773665_at	SPBC839.12	rpc31		DNA-directed RNA polymerase III complex subunit Rpc31	YNL151C	0	-0.055555556	0	0.425	0	0
1776185_at	SPBC839.13c	rpl1601		60S ribosomal protein L13/L16	YIL133C|YNL069C	0	0	0	-0.125	0	0
