# Supplementary Dataset S11. This tab delmited table contains the results of the eQTL linkage results of the 6464 sense traits at 5% FDR.
#
# This tab delmited table is the results of the eQTL linkage results
# of the 6464 sense traits at 5% FDR. Each row correspond
# to one linkage between a expression trait (gene)its eQTL. When 
# a trait was linked to more several locus correlated more than 0.8
# we considered that it corresponded to a single QTL, which position
# could not be determined. they were regroup.
# Here each row correpond to a group and the different location 
# of the grouped QTL are separated with coma. 
#
# First field is the name of sense trait (target)
# Next 3 fields are the coordinate of the QTL as a
#  genomic interval. Note that each QTL is considered
#  as spanning in between the first non linked variant.
# next field is an indicater of whether the linkage correspong to 
#  a cis or a trans linakge.
# Next field indicate the strongest candiate regulator as this locus
#  predicted unsing correlation between the trait and the regulator
#  candidate. "NA" correspond to missing values.
# Next indicate wether the putative 
#  regulator is a coding or non-coding genes
#  "NA" correspond to missing values.
# 
# if you have questions mail: 
# mathieu.clement-ziza(at)uni-koeln.de
# andreas.beyer(at)uni-koeln.de
# j.bahler(at)ucl.ac.uk
#
target	chromosome	start	end	qtl_type	putative_regulator	regulator_type
SPBC21H7.05	chromosome_3	2087770	2123837	trans	SPCC126.04c	coding
SPBC21H7.06c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAPB8E5.02c	coding
SPBC23E6.01c	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPBC23E6.03c	chromosome_3	2087770	2119802	trans	SPCC576.14	coding
SPBC23E6.04c	chromosome_1	2423311	2452020	trans	SPNCRNA.828	non_coding
SPBC23E6.05	chromosome_1	2893934	2905076	trans	SPACUNK4.07c	coding
SPBC23E6.09	chromosome_2,chromosome_2	2305695,3839530	2334988,3878311	cis	SPBC23E6.09	NA
SPBC23G7.06c	chromosome_3	657594	681957	trans	SPCC16C4.06c	coding
SPBC23G7.12c	chromosome_2	2585748	2589579	trans	SPBC2G5.05	coding
SPBC23G7.13c	chromosome_3	2084276	2123837	trans	SPCC576.13	coding
SPBC244.01c	chromosome_3	2087770	2119802	trans	SPCC126.02c	coding
SPBC24C6.02	chromosome_1	512086	535185	trans	SPAC2F7.02c	coding
SPBC24C6.02	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC24C6.05	chromosome_3	1206829	1209564	trans	SPCC550.11	coding
SPBC24C6.06	chromosome_1	2937800	3318540	trans	SPAC31G5.09c	coding
SPBC24C6.09c	chromosome_3	2101294	2125061	trans	SPCC576.13	coding
SPBC24C6.10c	chromosome_1	3440649	3557103	trans	SPAC1B1.02c	coding
SPBC24C6.11	chromosome_3	2084276	2101881	trans	SPCC576.13	coding
SPBC25B2.02c	chromosome_1	2925637	3326503	trans	SPNCRNA.01	non_coding
SPBC25B2.08	chromosome_3	2087770	2119802	trans	SPCC576.14	coding
SPBC25B2.11	chromosome_1,chromosome_1	2810876,3315647	2813185,3326503	trans	SPAC2E1P5.02c	coding
SPBC25D12.03c	chromosome_3	2101294	2104480	trans	SPCC576.13	coding
SPBC25D12.05	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC25H2.03	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPAC1805.01c	coding
SPBC25H2.03	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC25H2.04c	chromosome_3	766299	777516	trans	SPCC1020.06c	coding
SPBC25H2.07	chromosome_1	460756	490432	trans	SPAC24H6.02c	coding
SPBC25H2.08c	chromosome_3	2087770	2119802	trans	SPCC576.13	coding
SPBC25H2.09	chromosome_3	2102509	2119802	trans	SPCC576.14	coding
SPBC26H8.09c	chromosome_1	3440649	3557103	trans	SPAC1B1.02c	coding
SPBC26H8.10	chromosome_2	852801	903483	trans	SPBC36.07	coding
SPBC26H8.11c	chromosome_1	2950891	3326503	trans	SPNCRNA.885	non_coding
SPBC26H8.13c	chromosome_3	1209512	1216306	trans	SPCC550.13	coding
SPBC27.02c	chromosome_3	2101294	2123837	trans	SPCC576.13	coding
SPBC27B12.03c	chromosome_2	2813594	2889260	trans	SPBP4H10.08	coding
SPBC27B12.04c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC27B12.05	chromosome_3	2084276	2104480	trans	SPCC576.14	coding
SPBC28E12.01c	chromosome_1	2937800	3326503	trans	SPAC31G5.08	coding
SPBC28E12.04	chromosome_1	3315647	3456618	trans	SPAC959.06c	coding
SPBC28E12.05	chromosome_1	578088	619866	trans	SPAC1F3.01	coding
SPBC28F2.02	chromosome_1	3554341	3745734	trans	SPAC8C9.10c	coding
SPBC28F2.05c	chromosome_3	2084276	2119802	trans	SPCC576.14	coding
SPBC28F2.09	chromosome_2	3759342	3762067	trans	SPBC31F10.06c	coding
SPBC28F2.11	chromosome_1	2397149	2428322	trans	SPAC6B12.02c	coding
SPBC29A10.01	chromosome_1	2937800	3326503	trans	SPNCRNA.861	non_coding
SPBC29A10.03c	chromosome_1	4135582	4141458	trans	SPNCRNA.963	non_coding
SPBC29A10.05	chromosome_1	3315647	3556754	trans	SPAC26A3.10	coding
SPBC29A10.06c	chromosome_3	2084276	2093353	trans	SPCC576.03c	coding
SPBC29A10.08	chromosome_1	3723871	3816912	trans	SPAP7G5.02c	coding
SPBC29A10.11c	chromosome_1	3443342	3556754	trans	SPAC1B1.02c	coding
SPBC29A10.15	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC29A10.17	chromosome_2	2201006	2228418	trans	SPBC14C8.12	coding
SPBC29A3.06	chromosome_3	2101294	2119802	trans	SPCC576.13	coding
SPBC29A3.08	chromosome_1	1666321	1668957	trans	SPAC343.21	coding
SPBC29A3.11c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPAC3F10.17	coding
SPBC29A3.11c	chromosome_3	2084276	2093353	trans	SPCC576.06c	coding
SPBC29A3.13	chromosome_3	2084276	2123837	trans	SPCC576.13	coding
SPBC29A3.18	chromosome_1	3809960	3926065	trans	SPAC1071.06	coding
SPBC29B5.04c	chromosome_1	3315647	3326503	trans	SPAPB1E7.14	coding
SPBC2A9.02	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAC4F10.20	coding
SPBC2A9.02	chromosome_3	2087770	2119802	trans	SPNCRNA.1262	non_coding
SPBC2A9.07c	chromosome_1	3315647	3556754	trans	SPNCRNA.909	non_coding
SPBC2A9.11c	chromosome_3	1206829	1209564	trans	SPCC550.11	coding
SPBC2A9.12	chromosome_1	3321289	3456618	trans	SPAP32A8.03c	coding
SPBC2A9.14	chromosome_1	3440649	3557103	trans	SPNCRNA.916	non_coding
SPBC2D10.04	chromosome_1	5161435	5202829	trans	SPAC26F1.01	coding
SPBC2D10.05	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPAC1834.11c	coding
SPBC2D10.17	chromosome_3	2102509	2123837	trans	SPCC126.02c	coding
SPBC2D10.18	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC2D10.20	chromosome_1	2288969	2291972	trans	SPNCRNA.810	non_coding
SPBC2F12.05c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAC513.05	coding
SPBC2F12.08c	chromosome_3	2087770	2104480	trans	SPCC576.13	coding
SPBC2F12.12c	chromosome_1	3315647	3556754	trans	SPNCRNA.903	non_coding
SPBC2F12.15c	chromosome_1	3315647	3456618	trans	SPNCRNA.909	non_coding
SPBC2G2.05	chromosome_3	2078298	2093353	trans	SPCC576.03c	coding
SPBC2G2.07c	chromosome_1	3030977	3307217	trans	SPAC3G9.14	coding
SPBC2G2.07c	chromosome_3	677725	707776	trans	SPCPJ732.01	coding
SPBC2G2.08	chromosome_3	2101294	2119802	trans	SPNCRNA.1263	non_coding
SPBC2G2.11	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPBC2G2.16	chromosome_1	3315647	3326503	trans	SPAPB1E7.12	coding
SPBC2G2.17c	chromosome_3	708733	728658	trans	SPCC18B5.05c	coding
SPBC2G5.02c	chromosome_3	2084276	2093353	trans	SPCC576.03c	coding
SPBC2G5.06c	chromosome_1	4947071	4991012	trans	SPAC1B3.18c	coding
SPBC30B4.02c	chromosome_1	3321289	3919690	trans	SPAC3H5.13	coding
SPBC30B4.06c	chromosome_1	3315647	3456618	trans	SPNCRNA.909	non_coding
SPBC30D10.03c	chromosome_3	2084276	2093353	trans	SPNCRNA.1258	non_coding
SPBC30D10.15	chromosome_2	1452255	1455201	trans	SPBC32H8.02c	coding
SPBC317.01	chromosome_2	2524266	2528629	trans	SPNCRNA.1524	non_coding
SPBC31E1.06	chromosome_3	2102509	2119802	trans	SPNCRNA.1263	non_coding
SPBC31F10.04c	chromosome_3	2102509	2119802	trans	SPNCRNA.1264	non_coding
SPBC31F10.05	chromosome_3	2087770	2119802	trans	SPCC576.14	coding
SPBC31F10.08	chromosome_3	2078298	2101881	trans	SPCC576.13	coding
SPBC32C12.02	chromosome_1,chromosome_1	2665053,4602196	3307217,4949138	trans	SPAC31G5.09c	coding
SPBC32F12.03c	chromosome_1,chromosome_1	2665053,4602196	2950891,4949138	trans	SPAC4F10.20	coding
SPBC32F12.04	chromosome_3	2101294	2104480	trans	SPCC576.13	coding
SPBC32H8.10	chromosome_3	2087770	2123837	trans	SPCC126.04c	coding
SPBC32H8.11	chromosome_3	1748024	1777324	trans	SPCC1442.04c	coding
SPBC336.03	chromosome_3	2084276	2119802	trans	SPNCRNA.1263	non_coding
SPBC336.05c	chromosome_2	2734472	2805722	cis	SPBC336.05c	NA
SPBC336.12c	chromosome_1	3443342	3556754	trans	SPAC1B1.02c	coding
SPBC336.14c	chromosome_1	5403412	5448529	trans	SPAC1039.01	coding
SPBC336.14c	chromosome_3	2087770	2119802	trans	SPCC126.02c	coding
SPBC336.15	chromosome_1	3440649	3557103	trans	SPAC1B1.02c	coding
SPBC337.04	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPNCRNA.209	non_coding
SPBC337.07c	chromosome_1	3443342	3556754	trans	SPAC16E8.04c	coding
SPBC337.13c	chromosome_3	2101294	2123837	trans	SPCC576.13	coding
SPBC337.15c	chromosome_1	3926065	4006684	trans	SPNCRNA.949	non_coding
SPBC337.16	chromosome_1	3315647	3326503	trans	SPAPB1E7.11c	coding
SPBC342.01c	chromosome_1	3440649	3456618	trans	SPNCRNA.909	non_coding
SPBC342.05	chromosome_3	2087770	2123837	trans	SPCC576.05	coding
SPBC354.03	chromosome_3	2101294	2123837	trans	SPCC576.13	coding
SPBC354.08c	chromosome_1	3917561	3920943	trans	SPAC323.07c	coding
SPBC354.12	chromosome_1	3556754	3816912	trans	SPAC17G6.12	coding
SPBC354.15	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAPB8E5.02c	coding
SPBC359.01	chromosome_1	2569788	2604820	trans	SPAC823.03	coding
SPBC359.02	chromosome_1	4140413	4154587	trans	SPNCRNA.965	non_coding
SPBC359.04c	chromosome_1,chromosome_1	2665053,4602196	3318540,4949138	trans	SPAC31G5.11	coding
SPBC359.04c	chromosome_2	2312083	2330408	trans	SPBC24C6.06	coding
SPBC359.05	chromosome_1	2937800	3318540	trans	SPNCRNA.873	non_coding
SPBC359.06	chromosome_1	2925637	3318540	trans	SPNCRNA.873	non_coding
SPBC36.01c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC36.02c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPNCRNA.1018	non_coding
SPBC36.03c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAC17D4.01	coding
SPBC36.05c	chromosome_3	2084276	2093353	trans	SPCC576.03c	coding
SPBC36.11	chromosome_1	3315647	3557103	trans	SPAC1B1.02c	coding
SPBC365.02c	chromosome_3	2078298	2084775	trans	SPCC576.01c	coding
SPBC365.06	chromosome_2	3635637	3712576	trans	SPBC19F5.05c	coding
SPBC365.11	chromosome_3	2102509	2123837	trans	SPCC576.14	coding
SPBC365.14c	chromosome_1	4947071	4967077	trans	SPNCRNA.256	non_coding
SPBC365.15	chromosome_1	3315647	3326503	trans	SPAC2E1P5.02c	coding
SPBC36B7.03	chromosome_3	655654	677595	trans	SPCC16C4.06c	coding
SPBC36B7.07	chromosome_3	2087770	2119802	trans	SPCC126.02c	coding
SPBC36B7.09	chromosome_1	5426621	5449783	trans	SPNCRNA.28	non_coding
SPBC3B8.07c	chromosome_1	2925637	3556754	trans	SPAC31G5.11	coding
SPBC3B8.10c	chromosome_1	3321289	3557103	trans	SPAC1B1.02c	coding
SPBC3B9.04	chromosome_3	2101294	2104480	trans	SPCC576.13	coding
SPBC3B9.14c	chromosome_3	2117330	2123837	trans	SPCC126.02c	coding
SPBC3D6.03c	chromosome_3	2101294	2119802	trans	SPCC126.02c	coding
SPBC3D6.06c	chromosome_1	1741020	1743127	trans	NA	NA
SPBC3D6.07	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC3D6.10	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC3D6.12	chromosome_1	512086	584187	trans	SPAC2F7.07c	coding
SPBC3D6.12	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC3E7.02c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC3E7.09	chromosome_1	3315647	3326503	trans	SPAPB1E7.09	coding
SPBC3F6.04c	chromosome_1	523735	535185	trans	SPAC2F7.02c	coding
SPBC3F6.04c	chromosome_3	2101294	2123837	trans	SPCC576.13	coding
SPBC3F6.05	chromosome_1	3723871	3745990	trans	SPAP7G5.03	coding
SPBC3F6.05	chromosome_3	2087770	2123837	trans	SPCC126.02c	coding
SPBC3H7.02	chromosome_3	2087770	2119802	trans	SPCC576.14	coding
SPBC3H7.05c	chromosome_2	3775865	3858377	trans	SPBC21C3.09c	coding
SPBC3H7.06c	chromosome_1	3315647	3456618	trans	SPNCRNA.909	non_coding
SPBC3H7.08c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPNCRNA.209	non_coding
SPBC3H7.10	chromosome_3	2102509	2123837	trans	SPCC126.02c	coding
SPBC3H7.12	chromosome_1	3440649	3556754	trans	SPAC3A11.04	coding
SPBC4.02c	chromosome_1	3809960	3926065	trans	SPNCRNA.944	non_coding
SPBC405.01	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPBC405.05	chromosome_2	852801	903483	trans	SPBC36.08c	coding
SPBC4.06	chromosome_1	4323910	4366536	trans	SPAC27F1.05c	coding
SPBC409.08	chromosome_3	2087770	2119802	trans	SPCC576.17c	coding
SPBC409.11	chromosome_1	2950891	3326503	trans	SPAC6G9.06c	coding
SPBC409.16c	chromosome_1	3315647	3557103	trans	SPAC3H5.13	coding
SPBC409.17c	chromosome_2	2870909	2889260	trans	SPBP4H10.08	coding
SPBC409.18	chromosome_3	2084276	2123837	trans	SPCC576.14	coding
SPBC409.21	chromosome_3	657594	677595	trans	SPCC16C4.04	coding
SPBC428.07	chromosome_1,chromosome_1	2665053,4602196	2950891,4949138	trans	SPAC17D4.01	coding
SPBC428.10	chromosome_1	3554341	3919690	trans	SPAC4H3.08	coding
SPBC428.11	chromosome_1	3809960	3920943	trans	SPNCRNA.948	non_coding
SPBC428.14	chromosome_3	2102509	2119802	trans	SPCC576.14	coding
SPBC428.15	chromosome_3	2101294	2125061	trans	SPCC576.13	coding
SPBC428.18	chromosome_2	2585748	2589579	trans	SPBC2G5.05	coding
SPBC428.20c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC4B4.02c	chromosome_1	3556754	3745734	trans	SPAC15A10.13	coding
SPBC4B4.03	chromosome_2	3759342	3759840	trans	NA	NA
SPBC4B4.10c	chromosome_1	2810876	2813185	trans	SPAC1B2.06	coding
SPBC4C3.06	chromosome_3	1587644	1592069	trans	SPCC13B11.01	coding
SPBC4C3.09	chromosome_1	3440649	3557103	trans	SPAC17A2.02c	coding
SPBC4C3.12	chromosome_1	5153377	5202829	trans	SPAC26F1.01	coding
SPBC4F6.05c	chromosome_3	657594	681957	trans	SPCC16C4.19	coding
SPBC4F6.07c	chromosome_3	2102509	2119802	trans	SPCC576.14	coding
SPBC4F6.10	chromosome_1	3554341	3745734	trans	SPAC1142.03c	coding
SPBC4F6.13c	chromosome_3	2102509	2119802	trans	SPNCRNA.1263	non_coding
SPBC530.04	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPBC530.06c	chromosome_2	771542	828758	cis	SPBC530.06c	NA
SPBC530.08	chromosome_1	3315647	3557103	trans	SPAC1B1.02c	coding
SPBC530.11c	chromosome_1	2925637	2950891	trans	SPNCRNA.861	non_coding
SPBC530.13	chromosome_3	2078298	2084775	trans	SPCPB1C11.03	coding
SPBC543.04	chromosome_1	3440649	3557103	trans	SPAC1B1.02c	coding
SPBC543.06c	chromosome_1	4994520	5030169	trans	SPAC890.04c	coding
SPBC557.02c	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPBC557.04	chromosome_3	2101294	2123837	trans	SPCC576.13	coding
SPBC56F2.06	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPBC56F2.07c	chromosome_3	2087770	2119802	trans	SPCC126.02c	coding
SPBC56F2.11	chromosome_3	2084276	2119802	trans	SPNCRNA.1264	non_coding
SPBC577.07	chromosome_3	2084276	2119802	trans	SPCC576.14	coding
SPBC577.08c	chromosome_3	2087770	2119802	trans	SPCC576.11	coding
SPBC577.10	chromosome_3	2101294	2119802	trans	SPNCRNA.1263	non_coding
SPBC582.05c	chromosome_3	2101294	2119802	trans	SPNCRNA.1263	non_coding
SPBC609.04	chromosome_2	3165194	3241901	cis	SPBC609.04	NA
SPBC646.03	chromosome_1	3919690	3926065	trans	SPAC2F3.01	coding
SPBC646.06c	chromosome_1	1742403	1750050	trans	SPAC105.03c	coding
SPBC646.08c	chromosome_1	3745734	3926065	trans	SPNCRNA.936	non_coding
SPBC646.14c	chromosome_3	1206829	1209564	trans	SPCC550.11	coding
SPBC649.05	chromosome_3	2101294	2125061	trans	SPCC576.13	coding
SPBC651.02	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPBC651.08c	chromosome_3	2117330	2123837	trans	SPCC126.02c	coding
SPBC660.08	chromosome_1	3315647	3326503	trans	SPAPB1E7.12	coding
SPBC660.12c	chromosome_2	1740747	1852020	trans	SPBC18H10.17c	coding
SPBC660.15	chromosome_1	2937800	3456618	trans	SPNCRNA.872	non_coding
SPBC685.03	chromosome_1	3440649	3556754	trans	SPAC1B1.02c	coding
SPBC691.02c	chromosome_3	2117330	2123837	trans	SPCC126.02c	coding
SPBC691.05c	chromosome_1	3440649	3557103	trans	SPAC16E8.07c	coding
SPBC6B1.06c	chromosome_1	5403412	5449783	trans	SPNCRNA.28	non_coding
SPBC6B1.09c	chromosome_1,chromosome_1	2661698,4602196	2926804,4949138	trans	SPAC4F10.08	coding
SPBC713.02c	chromosome_2	852801	903483	cis	SPBC713.02c	NA
SPBC713.04c	chromosome_1	512086	522530	trans	SPAC227.14	coding
SPBC713.06	chromosome_1	3315647	3556754	trans	SPAC328.01c	coding
SPBC725.03	chromosome_3	2101294	2119802	trans	SPCC576.16c	coding
SPBC725.05c	chromosome_1	3554341	3745990	trans	SPAC15A10.13	coding
SPBC725.10	chromosome_1	4268319	4290671	trans	SPAC2C4.17c	coding
SPBC725.12	chromosome_2	3877471	3942052	trans	SPBC1677.03c	coding
SPBC725.13c	chromosome_2	1171666	1235053	cis	SPBC725.13c	NA
SPBC725.14	chromosome_1	3809960	3920943	trans	SPAC323.07c	coding
SPBC725.15	chromosome_1	382788	400592	trans	SPAC1751.04	coding
SPBC725.16	chromosome_1	3443342	3556754	trans	SPAC1B1.02c	coding
SPBC725.17c	chromosome_1	3926065	3991338	trans	SPAC2F3.18c	coding
SPBC776.06c	chromosome_1	3440649	3557103	trans	SPAC1B1.02c	coding
SPBC776.08c	chromosome_1	521845	528541	trans	SPNCRNA.659	non_coding
SPBC776.12c	chromosome_1	3443342	3926065	trans	SPAC15E1.05c	coding
SPBC776.13	chromosome_2	1452255	1455201	trans	SPBC32H8.02c	coding
SPBC800.07c	chromosome_1	3809960	3926065	trans	SPNCRNA.943	non_coding
SPBC800.11	chromosome_1	3443342	3745990	trans	SPAC1B1.02c	coding
SPBC800.14c	chromosome_2	229897	281282	cis	SPBC800.14c	NA
SPBC83.02c	chromosome_1	5153377	5200800	trans	SPAC26F1.01	coding
SPBC83.13	chromosome_1	3809960	3926065	trans	SPAC1071.06	coding
SPBC83.16c	chromosome_1	3440649	3557103	trans	SPAC1B1.02c	coding
SPBC839.02	chromosome_3	1638291	1674339	trans	SPCC663.04	coding
SPBC839.06	chromosome_3	2101294	2104480	trans	SPCC576.13	coding
SPBC839.07	chromosome_1	3440649	3557103	trans	SPAC17A2.04c	coding
SPBC839.08c	chromosome_1	3315647	3556754	trans	SPAC16E8.07c	coding
SPBC839.15c	chromosome_2	621032	638217	cis	SPBC839.15c	NA
SPBC887.15c	chromosome_3	1046300	1165987	trans	SPCC4B3.15	coding
SPBC887.17	chromosome_1	2937800	3318540	trans	SPNCRNA.861	non_coding
SPBC8D2.07c	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPBC8D2.10c	chromosome_2	1360937	1392672	cis	SPBC8D2.10c	NA
SPBC8D2.13	chromosome_3	2101294	2119802	trans	SPCC576.14	coding
SPBC8D2.15	chromosome_3	2084276	2119802	trans	SPCC576.14	coding
SPBC8D2.16c	chromosome_2	1384960	1443435	cis	SPBC8D2.16c	NA
SPBC8D2.17	chromosome_3	655654	677595	trans	SPCC16C4.06c	coding
SPBC8E4.01c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPNCRNA.1018	non_coding
SPBC8E4.01c	chromosome_3	2087770	2104480	trans	SPCC576.06c	coding
SPBC8E4.02c	chromosome_1	3030626	3034677	trans	SPAC1786.04	coding
SPBC8E4.02c	chromosome_2	3827447	3868726	trans	SPBC23E6.01c	coding
SPBC8E4.03	chromosome_1,chromosome_1	2810876,4323910	2813185,4366536	trans	SPNCRNA.979	non_coding
SPBC8E4.04	chromosome_1	2893934	2905076	trans	SPACUNK4.06c	coding
SPBC8E4.05c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPNCRNA.846	non_coding
SPBC8E4.05c	chromosome_3	2084276	2123837	trans	SPNCRNA.1264	non_coding
SPBC902.02c	chromosome_1	3443342	3556754	trans	SPAC328.01c	coding
SPBC902.04	chromosome_3	2087770	2119802	trans	SPCC576.13	coding
SPBC902.06	chromosome_1	3443342	3556754	trans	SPAC1B1.02c	coding
SPBC947.01	chromosome_1	3809960	3926065	trans	SPNCRNA.94	non_coding
SPBC947.04	chromosome_2	2524266	2528629	trans	SPNCRNA.1524	non_coding
SPBC947.07	chromosome_1	450023	461925	trans	SPNCRNA.650	non_coding
SPBC947.09	chromosome_1	3809960	3919690	trans	SPAC323.07c	coding
SPBC947.10	chromosome_1	5161435	5202829	trans	SPAC26F1.01	coding
SPBC947.11c	chromosome_3	2087770	2123837	trans	SPCC126.02c	coding
SPBC947.12	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPBC947.15c	chromosome_3	2311049	2354383	trans	SPCC965.13	coding
SPBC9B6.09c	chromosome_3	2087770	2119802	trans	SPCC576.13	coding
SPBC9B6.11c	chromosome_1,chromosome_1	2665053,4602196	3318540,4949138	trans	SPNCRNA.74	non_coding
SPBCPT2R1.08c	chromosome_1	3723871	3816912	trans	SPAC1556.02c	coding
SPBP16F5.06	chromosome_1	512086	528541	trans	SPAC227.09	coding
SPBP16F5.08c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAC17D4.01	coding
SPBP19A11.01	chromosome_3	2135369	2159781	trans	SPCC126.15c	coding
SPBP19A11.01	chromosome_3	2311049	2354383	trans	SPCC1494.10	coding
SPBP22H7.02c	chromosome_3	2102509	2119802	trans	SPNCRNA.1264	non_coding
SPBP22H7.03	chromosome_3	657594	681957	trans	SPCC16C4.04	coding
SPBP22H7.04	chromosome_2	1452255	1455201	cis	SPBP22H7.04	NA
SPBP22H7.07	chromosome_1	2811385	2831736	trans	SPAC3F10.02c	coding
SPBP23A10.04	chromosome_1	5403412	5449783	trans	SPNCRNA.28	non_coding
SPBP23A10.07	chromosome_2	304768	316888	trans	SPBC1773.11c	coding
SPBP23A10.08	chromosome_3	2084276	2119802	trans	SPCC576.13	coding
SPBP23A10.13	chromosome_1	3315647	3556754	trans	SPAC1B1.02c	coding
SPBP23A10.15c	chromosome_3	2084276	2123837	trans	SPCC126.04c	coding
SPBP26C9.03c	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPBP35G2.03c	chromosome_1	3315647	3456618	trans	SPNCRNA.909	non_coding
SPBP35G2.05c	chromosome_2	1305421	1308029	trans	SPBC30B4.03c	coding
SPBP35G2.05c	chromosome_3	2078298	2119802	trans	SPCC126.02c	coding
SPBP35G2.06c	chromosome_1	5161435	5202829	trans	SPAC26F1.09	coding
SPBP35G2.07	chromosome_1	3321289	3442884	trans	SPAC8E11.10	coding
SPBP35G2.08c	chromosome_3	2102509	2119802	trans	SPCC576.14	coding
SPBP35G2.10	chromosome_1	3443342	3556754	trans	SPAC328.01c	coding
SPBP35G2.11c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAC30C2.07	coding
SPBP4G3.02	chromosome_1,chromosome_1	2661698,4602196	2926804,4949138	trans	SPAC4F10.08	coding
SPBP4G3.03	chromosome_2	4442440	4539804	trans	SPBP4G3.03	coding
SPBP4H10.04	chromosome_3	660926	665506	trans	SPCC16C4.20c	coding
SPBP4H10.05c	chromosome_3	2084276	2093353	trans	SPCC576.06c	coding
SPBP4H10.08	chromosome_3	2084276	2119802	trans	SPCC576.14	coding
SPBP4H10.10	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPBP4H10.11c	chromosome_3	2087770	2101881	trans	SPCC576.07	coding
SPBP4H10.14c	chromosome_3	2101294	2119802	trans	SPCC126.02c	coding
SPBP4H10.15	chromosome_2	3759342	3759840	trans	NA	NA
SPBP4H10.16c	chromosome_1	3554341	3745734	trans	SPAC8C9.12c	coding
SPBP4H10.17c	chromosome_1	3443342	3556754	trans	SPNCRNA.909	non_coding
SPBP4H10.19c	chromosome_1	3443342	3557103	trans	SPAC16E8.07c	coding
SPBP8B7.01c	chromosome_1	3315647	3326503	trans	SPAPB1E7.12	coding
SPBP8B7.07c	chromosome_1	3315647	3456618	trans	SPAC3H5.13	coding
SPBP8B7.15c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPNCRNA.1018	non_coding
SPBP8B7.15c	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPBP8B7.17c	chromosome_1	3315647	3326503	trans	SPAC2E1P5.02c	coding
SPBP8B7.21	chromosome_3	2087770	2119802	trans	SPCC576.16c	coding
SPBP8B7.23	chromosome_1	5161435	5203011	trans	SPAC26F1.01	coding
SPBP8B7.24c	chromosome_1	5394093	5449783	trans	SPNCRNA.28	non_coding
SPBP8B7.29	chromosome_3	2087770	2119802	trans	SPCC576.14	coding
SPBPB10D8.01	chromosome_1	3554341	3745990	trans	SPAC17G6.12	coding
SPBPB21E7.01c	chromosome_1	2541698	2561529	trans	SPNCRNA.836	non_coding
SPBPB21E7.04c	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPBPB21E7.08	chromosome_1	3030626	3307217	trans	SPNCRNA.885	non_coding
SPBPB2B2.01	chromosome_1,chromosome_1	2665053,4602196	3456618,4949138	trans	SPAC17D4.01	coding
SPBPB2B2.02	chromosome_1,chromosome_1	2665053,4602196	2950891,4949138	trans	SPNCRNA.1033	non_coding
