SPAC977.18	YBL029C-A
SPBC1685.07c	YBL089W
SPBC1685.07c	YER119C
SPBC1685.07c	YIL088C
SPBC1685.08	YPL181W
SPBC1685.09	YLR388W
SPBC1685.09	YDL061C
SPBC1685.10	YKL156W
SPBC1685.10	YHR021C
SPBC1685.13	YPR149W
SPBC1685.13	YGR131W
SPBC1685.14c	YNL212W
SPBC1685.15c	YGL216W
SPBC649.02	YOL121C
SPBC649.02	YNL302C
SPBC649.03	YMR201C
SPBC649.04	YDL012C
SPBC649.04	YDR210W
SPBC649.04	YBR016W
SPBC354.01	YGR173W
SPBC354.02c	YLR378C
SPBC354.03	YBR175W
SPBC354.06	YPL013C
SPBC354.07c	YHR001W
SPBC354.07c	YKR003W
SPBC354.07c	YOR237W
SPBC354.07c	YPL145C
SPBC354.08c	YMR266W
SPBC354.09c	YJR126C
SPBC354.09c	YPL176C
SPBC354.09c	YOR256C
SPBC354.10	YKL054C
SPBC354.12	YJL052W
SPBC354.12	YGR192C
SPBC354.12	YJR009C
SPBC354.14c	YEL013W
SPBC1706.01	YAR014C
SPBC1706.03	YBR179C
SPBC839.02	YJL084C
SPBC839.02	YKR021W
SPBC839.03c	YLR128W
SPBC839.04	YFR031C-A
SPBC839.04	YIL018W
SPBC839.05c	YML024W
SPBC839.05c	YDR447C
SPBC839.06	YDR038C
SPBC839.06	YDR039C
SPBC839.06	YDR040C
SPBC839.07	YGR203W
SPBC839.07	YPR200C
SPBC839.08c	YKL165C
SPBC839.09c	YBL090W
SPBC839.10	YGR013W
SPBC839.11c	YPL244C
SPBC839.12	YNL151C
SPBC839.13c	YIL133C
SPBC839.13c	YNL069C
SPBC839.14c	YIL064W
SPBC839.15c	YPR080W
SPBC839.15c	YBR118W
SPBC839.16	YBR084W
SPBC839.16	YGR204W
SPBC839.17c	YNL135C
SPBC115.03	YMR315W
SPBC115.02c	YEL052W
SPBC115.01c	YGR095C
SPBC947.15c	YML120C
SPBC947.14c	YBR120C
SPBC947.13	YDR527W
SPBC947.11c	YOR144C
SPBC947.10	YKL034W
SPBC947.09	YDR533C
SPBC947.09	YPL280W
SPBC947.09	YOR391C
SPBC947.09	YMR322C
SPBC947.08c	YBR215W
SPBC947.07	YKL082C
SPBC947.06c	YLL028W
SPBC947.05c	YLR214W
SPBC947.05c	YKL220C
SPBC947.05c	YOR381W
SPBC947.05c	YNR060W
SPBC947.05c	YGL160W
SPBC947.05c	YLR047C
SPBC947.05c	YOR384W
SPBC947.05c	YLL051C
SPBC947.05c	YOL152W
SPBC947.02	YKL135C
SPBC947.03c	YCR020C-A
SPBC947.01	YER047C
SPBC947.01	YPL074W
SPBPJ4664.01	YBR003W
SPBPJ4664.04	YDL145C
SPBPJ4664.05	YHR140W
SPBPJ4664.06	YOR336W
SPBC119.01	YER021W
SPBC119.02	YDR059C
SPBC119.02	YBR082C
SPBC119.05c	YGR136W
SPBC119.05c	YPR154W
SPBC119.06	YBR037C
SPBC119.06	YBR024W
SPBC119.07	YBR097W
SPBC119.08	YHR030C
SPBC119.09c	YGR038W
SPBC119.09c	YLR350W
SPBC119.10	YPR145W
SPBC119.10	YGR124W
SPBC119.11c	YMR239C
SPBC119.12	YOR216C
SPBC119.13c	YGR091W
SPBC119.18	YKL053C-A
SPBC119.16c	YKL047W
SPBC119.14	YML032C
SPBC119.15	YJR072C
SPBC119.17	YDR430C
SPBC577.02	YLR325C
SPBC577.06c	YLR305C
SPBC577.07	YFR005C
SPBC577.09	YDR030C
SPBC577.10	YFR050C
SPBC577.12	YLR143W
SPBC577.13	YIL002C
SPBC577.15c	YLL022C
SPBC530.01	YOR070C
SPBC530.16	YNL024C-A
SPBC530.03c	YIL016W
SPBC530.06c	YMR012W
SPBC530.09c	YPR079W
SPBC530.10c	YMR056C
SPBC530.10c	YBL030C
SPBC530.10c	YBR085W
SPBC530.12c	YGR036C
SPBC530.13	YJL006C
SPBC530.14c	YMR216C
SPBC530.15c	YLL028W
SPBC36.01c	YLL028W
SPBC36.02c	YLL028W
SPBC36.03c	YLL028W
SPBC36.04	YGR012W
SPBC36.05c	YNL330C
SPBC36.06c	YJL167W
SPBC36.08c	YGR120C
SPBC36.07	YLR384C
SPBC36.09	YDL030W
SPBC36.10	YLR168C
SPBC36.10	YDR185C
SPBC36.12c	YOR057W
SPBC713.02c	YMR304W
SPBC713.03	YDL178W
SPBC713.03	YEL071W
SPBC713.04c	YCR057C
SPBC713.06	YDL164C
SPBC713.07c	YDR452W
SPBC713.08	YOL026C
SPSNORNA.35	YNCJ0030W
SPBC713.10	YJL104W
SPBC713.11c	YDL123W
SPBC713.11c	YDR276C
SPBC713.11c	YJL151C
SPBC713.12	YGR175C
SPBC216.01c	YNL201C
SPBC216.02	YDR150W
SPBC216.03	YMR090W
SPBC216.04c	YCL033C
SPBC216.05	YBR136W
SPBC216.06c	YNL273W
SPBC216.07c	YJR066W
SPBC216.07c	YKL203C
SPBC646.03	YMR293C
SPBC646.04	YKR002W
SPBC646.05c	YHR190W
SPBC646.07c	YDL015C
SPBC646.08c	YHR001W
SPBC646.08c	YKR003W
SPBC646.08c	YOR237W
SPBC646.08c	YPL145C
SPBC646.10c	YLR197W
SPBC646.11	YDR188W
SPBC646.13	YGL056C
SPBC646.13	YBR214W
SPBC646.14c	YNL261W
SPBC646.16	YGL011C
SPBP35G2.16c	YGR146C
SPBP35G2.03c	YOR073W
SPBP35G2.05c	YNL154C
SPBP35G2.05c	YHR135C
SPBP35G2.05c	YER123W
SPBP35G2.06c	YKR082W
SPBP35G2.07	YMR108W
SPBP35G2.08c	YIL079C
SPBP35G2.08c	YDL175C
SPBP35G2.09	YLR298C
SPBP35G2.11c	YOL082W
SPBP35G2.12	YBR111C
SPBP35G2.13c	YDR485C
SPBP35G2.14	YJR091C
SPBP35G2.14	YPR042C
SPBC146.01	YOL051W
SPBC146.03c	YLR086W
SPBC146.04	YPR037C
SPBC146.05c	YNL245C
SPBC146.07	YKL074C
SPBC146.10	YDR262W
SPBC146.12	YGR255C
SPBC146.13c	YMR109W
SPBC146.13c	YKL129C
SPBC146.14c	YDR238C
SPBC337.03	YDR289C
SPBC337.04	YKL116C
SPBC337.05c	YJL008C
SPBC337.06c	YDR163W
SPBC337.07c	YHR132C
SPBC337.08c	YLL039C
SPBC337.09	YER044C
SPBC337.10c	YKR071C
SPBC337.11	YMR152W
SPBC337.13c	YML121W
SPBC337.14	YJL140W
SPBC337.15c	YOR125C
SPBC337.16	YJR073C
SPBC1734.01c	YDR365C
SPBC1734.02c	YJR043C
SPBC1734.03	YNL256W
SPBC1734.04	YEL036C
SPBC1734.04	YML115C
SPBC1734.06	YCR066W
SPBC1734.07c	YDR108W
SPBC1734.08	YHL002W
SPBC1734.09	YEL004W
SPBC1734.10c	YJR141W
SPBC1734.11	YNL064C
SPBC1734.12c	YNR030W
SPBC1734.13	YBR039W
SPBC1734.14c	YBR135W
SPBC1734.15	YKR008W
SPBC1734.16c	YOL004W
SPBC1709.01	YBR038W
SPBC1709.01	YNL192W
SPBC1709.02c	YGR094W
SPBC1709.05	YDL229W
SPBC1709.05	YNL209W
SPBC1709.06	YNR015W
SPBC1709.07	YLR100W
SPBC1709.20	YBL018C
SPBC1709.08	YDR301W
SPBC1709.09	YHR038W
SPBC1709.10c	YNL259C
SPBC1709.11c	YHR090C
SPBC1709.11c	YNL097C
SPBC1709.11c	YOR064C
SPBC1709.13c	YPL208W
SPBC1709.13c	YHL039W
SPBC1709.14	YPL096W
SPBC1709.15c	YLR115W
SPBC1709.17	YOR241W
SPBC1709.18	YOL139C
SPBC1709.19c	YKL040C
SPBC409.04c	YAL034W-A
SPBC409.03	YHR079C-A
SPBC409.05	YDR328C
SPBC409.07c	YJL128C
SPBC409.08	YGR138C
SPBC409.08	YPR156C
SPBC409.09c	YIR010W
SPBC409.10	YAR015W
SPBC409.12c	YDR082W
SPBC409.23	YLR099W-A
SPBC409.13	YOL143C
SPBC409.14c	YMR188C
SPBC409.15	YLR435W
SPBC409.16c	YAL027W
SPBC409.19c	YMR060C
SPBC409.18	YDR284C
SPBC409.20c	YDL212W
SPBC409.21	YBR171W
SPBC1306.01c	YLR069C
SPBC1306.02	YPL183C
SPBC4.01	YBR040W
SPBC4.02c	YMR265C
SPBC4.03c	YHR098C
SPBC4.04c	YBL023C
SPBC4.07c	YDL007W
SPBC725.01	YKL106W
SPBC725.02	YDL235C
SPBC725.03	YGR017W
SPBC725.04	YEL020C
SPBC725.05c	YEL016C
SPBC725.05c	YCR026C
SPBC725.06c	YFL033C
SPBC725.07	YDR244W
SPBC725.07	YMR018W
SPBC725.09c	YCR009C
SPBC725.11c	YGL237C
SPBC725.12	YHR199C-A
SPBC725.13c	YJL072C
SPBC725.14	YJL071W
SPBC725.15	YML106W
SPBC725.15	YMR271C
SPBC725.16	YER111C
SPBC725.17c	YML043C
SPBC651.01c	YPL093W
SPBC651.02	YJL126W
SPBC651.03c	YFL027C
SPBC651.05c	YPL002C
SPBC651.08c	YOR116C
SPBC651.09c	YGL244W
SPBC651.10	YML023C
SPBC651.11c	YBR288C
SPBC31A8.01c	YDR233C
SPBC31A8.01c	YDL204W
SPBC3D6.03c	YKR079C
SPBC3D6.15	YGR027C
SPBC3D6.15	YLR333C
SPBC3D6.04c	YGL086W
SPBC3D6.05	YOR311C
SPBC3D6.06c	YOL061W
SPBC3D6.07	YPL175W
SPBC3D6.08c	YJL124C
SPBC3D6.09	YDR121W
SPBC3D6.10	YBL019W
SPBC3D6.11c	YER116C
SPBC3D6.12	YLR129W
SPBC3D6.13c	YIL005W
SPBC30B4.01c	YOR008C
SPBC30B4.01c	YNL283C
SPBC30B4.01c	YOL105C
SPBC30B4.01c	YHL028W
SPBC30B4.02c	YNL224C
SPBC30B4.03c	YDL233W
SPBC30B4.04c	YPL016W
SPBC30B4.05	YGL238W
SPBC30B4.06c	YGL236C
SPBC30B4.07c	YPR056W
SPBC27B12.01c	YLL006W
SPBC27B12.03c	YLR056W
SPBC27B12.04c	YNL127W
SPBC27B12.05	YOL063C
SPBC27B12.06	YLL031C
SPBC27B12.07	YLR283W
SPBC27B12.08	YJL207C
SPBC27B12.09c	YIL134W
SPBC27B12.10c	YNL070W
SPBC27B12.14	YGR174C
SPBC27B12.12c	YOL130W
SPBC27B12.12c	YFL050C
SPBC27B12.13	YMR203W
SPBC8D2.01	YMR139W
SPBC8D2.01	YDL079C
SPBC8D2.01	YNL307C
SPBC8D2.02c	YOL129W
SPBC8D2.03c	YBR009C
SPBC8D2.03c	YNL030W
SPBC8D2.04	YBR010W
SPBC8D2.04	YNL031C
SPBC8D2.05c	YLL003W
SPBC8D2.06	YBL076C
SPBC8D2.07c	YPL007C
SPBC8D2.09c	YIR009W
SPBC8D2.23	YNL122C
SPBC8D2.12c	YGR021W
SPBC8D2.14c	YLR026C
SPBC8D2.13	YIL104C
SPBC8D2.15	YOR196C
SPBC8D2.16c	YMR310C
SPBC8D2.16c	YGR283C
SPBC8D2.17	YDR245W
SPBC8D2.17	YJL183W
SPBC8D2.18c	YER043C
SPBC8D2.20c	YDL195W
SPBC8D2.19	YJL106W
SPBC17A3.01c	YPL063W
SPBC17A3.02	YIL087C
SPBC17A3.03c	YNL032W
SPBC17A3.03c	YNL099C
SPBC17A3.03c	YNL056W
SPBC17A3.04c	YGR264C
SPBC17A3.06	YIR026C
SPBC17A3.07	YPL091W
SPBC17A3.08	YBL055C
SPBC17A3.09c	YJL046W
SPBC17A3.10	YDR265W
SPBC691.01	YNL326C
SPBC691.01	YDR459C
SPBC691.02c	YGL145W
SPBC691.03c	YBL037W
SPBC691.04	YDR194C
SPBC691.05c	YBR086C
SPBP22H7.02c	YPR112C
SPBP22H7.03	YGR143W
SPBP22H7.03	YPR159W
SPBP22H7.05c	YGR270W
SPBP22H7.06	YNL129W
SPBP22H7.07	YPL151C
SPBP22H7.08	YOR293W
SPBP22H7.08	YMR230W
SPBP22H7.09c	YDR254W
SPBC32H8.01c	YER128W
SPBC32H8.02c	YPL020C
SPBC32H8.04c	YDR339C
SPBC32H8.03	YNL320W
SPBC32H8.05	YBL028C
SPBC32H8.07	YOR212W
SPBC32H8.08c	YNL029C
SPBC32H8.08c	YIL085C
SPBC32H8.10	YPR161C
SPBC32H8.11	YCR065W
SPBC32H8.12c	YFL039C
SPBC11B10.01	YGL065C
SPBC11B10.02c	YIL116W
SPBC11B10.03	YML071C
SPBC11B10.04c	YDR337W
SPBC11B10.05c	YJL162C
SPBC11B10.06	YDR078C
SPBC11B10.07c	YCR094W
SPBC11B10.07c	YNL323W
SPBC11B10.07c	YNR048W
SPBC11B10.08	YFL010C
SPBC11B10.09	YBR160W
SPBC11B10.10c	YOL012C
SPBC1215.01	YGR112W
SPBC1215.02c	YOL076W
SPBC83.01	YBL047C
SPBC83.02c	YPR043W
SPBC83.02c	YJR094W-A
SPBC83.04	YIR025W
SPBC83.05	YMR302C
SPBC83.06c	YPL183W-A
SPBC83.07	YER169W
SPBC83.07	YDR096W
SPBC83.08	YPL235W
SPBC83.09c	YHR156C
SPBC83.10	YJL192C
SPBC83.11	YJL193W
SPBC83.11	YOR307C
SPBC83.13	YMR241W
SPBC83.14c	YBR087W
SPBC83.15	YGL111W
SPBC83.16c	YJL082W
SPBC83.16c	YKR018C
SPBC83.17	YOR298C-A
SPBC83.18c	YNL152W
SPBC29B5.02c	YJL212C
SPBC29B5.02c	YPR194C
SPBC29B5.03c	YLR344W
SPBC29B5.03c	YGR034W
SPBC29B5.04c	YNL094W
SPBC27.01c	YNL149C
SPBC27.02c	YKL052C
SPBC27.06c	YPL098C
SPBC27.08c	YJR010W
SPBC28F2.02	YOR091W
SPBC28F2.03	YDR155C
SPBC28F2.04c	YPR101W
SPBC28F2.05c	YJR096W
SPBC28F2.06c	YOL009C
SPBC28F2.07	YPL121C
SPBC28F2.08c	YLR207W
SPBC28F2.09	YOR194C
SPBC28F2.10c	YDR176W
SPBC28F2.11	YDR174W
SPBC28F2.12	YDL140C
SPBC21B10.13c	YML027W
SPBC21B10.13c	YDR451C
SPBC21B10.12	YLR329W
SPBC21B10.11	YIL102C-A
SPBC21B10.10	YJR145C
SPBC21B10.10	YHR203C
SPBC21B10.09	YBR220C
SPBC21B10.14	YFR049W
SPBC21B10.07	YGR189C
SPBC21B10.07	YLR213C
SPBC21B10.07	YEL040W
SPBC21B10.06c	YMR163C
SPBC21B10.05c	YNL006W
SPBC21B10.04c	YER072W
SPBC21B10.03c	YGR178C
SPBC19C2.01	YNR011C
SPBC19C2.03	YHR143W-A
SPBC19C2.04c	YPL072W
SPBC19C2.05	YPL026C
SPBC19C2.05	YDR247W
SPBC19C2.07	YKL060C
SPBC19C2.08	YGR075C
SPBC19C2.11c	YGL219C
SPBC19C2.12	YPR100W
SPBC19C2.13c	YNL119W
SPBC19C2.14	YLR147C
SPBC19C2.15c	YJL097W
SPBC2F12.15c	YNL326C
SPBC2F12.15c	YDR459C
SPBC2F12.14c	YHR216W
SPBC2F12.14c	YLR432W
SPBC2F12.14c	YML056C
SPSNORNA.22	YNCM0005C
SPBC2F12.13	YGL216W
SPBC2F12.17	YMR256C
SPBC2F12.10	YDR322W
SPBC2F12.08c	YGL130W
SPBC2F12.07c	YFR031C-A
SPBC2F12.07c	YIL018W
SPBC2F12.05c	YAR042W
SPBC2F12.05c	YDL019C
SPBC2F12.04	YKL180W
SPBC2F12.04	YJL177W
SPBC2F12.03c	YDR206W
SPBC2F12.03c	YLR233C
SPBC2F12.02c	YDR237W
SPBC1D7.05	YLR362W
SPBC1D7.04	YDR381W
SPBC1D7.03	YGL215W
SPBC1D7.02c	YGL035C
SPBC1D7.02c	YGL209W
SPBC1D7.02c	YER028C
SPBC1D7.01	YJL179W
SPBC11G11.01	YIL065C
SPBC11G11.02c	YNL084C
SPBC11G11.03	YKL009W
SPBC11G11.04	YBR254C
SPBC11G11.06c	YOR159C
SPBC11G11.05	YJL148W
SPBC11G11.07	YOR160W
SPBC18H10.02	YOR317W
SPBC18H10.02	YIL009W
SPBC18H10.02	YMR246W
SPBC18H10.03	YDR429C
SPBC18H10.04c	YPR163C
SPBC18H10.05	YMR102C
SPBC18H10.05	YKL121W
SPBC18H10.06c	YKL018W
SPBC18H10.08c	YDR069C
SPBC18H10.08c	YER144C
SPBC18H10.12c	YGL076C
SPBC18H10.12c	YPL198W
SPSNORNA.24	YNCG0015C
SPBC18H10.13	YCR031C
SPBC18H10.13	YJL191W
SPBC18H10.14	YDL083C
SPBC18H10.14	YMR143W
SPBC18H10.16	YBR235W
SPBC18H10.17c	YDR296W
SPBC18H10.19	YLR360W
SPBC18H10.20c	YOR322C
SPBC9B6.03	YGL023C
SPBC9B6.04c	YOR187W
SPBC9B6.05c	YLR438C-A
SPBC9B6.06	YNL284C
SPBC9B6.07	YDR087C
SPBC9B6.08	YGR167W
SPBC9B6.09c	YLR188W
SPBC9B6.09c	YPL270W
SPBC9B6.10	YDR168W
SPBC9B6.11c	YML118W
SPBC9B6.11c	YMR285C
SPBC28E12.01c	YDR260C
SPBC28E12.02	YLL032C
SPBC28E12.03	YOR127W
SPBC28E12.03	YDR379W
SPBC28E12.04	YDR197W
SPBC28E12.05	YNR054C
SPBC28E12.06c	YCR032W
SPBC3H7.15	YPL204W
SPBC3H7.13	YLR238W
SPBC3H7.13	YDR200C
SPBC3H7.12	YDR202C
SPBC3H7.11	YOR239W
SPBC3H7.10	YMR312W
SPBC3H7.09	YLR246W
SPBC3H7.07c	YGR208W
SPBC3H7.06c	YBR280C
SPBC3H7.04	YJR101W
SPBC3H7.04	YDR347W
SPBC3H7.03c	YIL125W
SPBC3H7.02	YBR294W
SPBC3H7.02	YLR092W
SPBC3H7.01	YNR026C
SPBP16F5.02	YPR025C
SPBP16F5.03c	YHR099W
SPBP16F5.04	YMR022W
SPBP16F5.05c	YPL239W
SPBP16F5.06	YOL144W
SPBP16F5.07	YPL259C
SPBP16F5.08c	YHR176W
SPBC16E9.01c	YKL109W
SPSNORNA.40	YNCK0020C
SPBC16E9.02c	YOR042W
SPBC16E9.02c	YDR273W
SPBC16E9.03c	YIL157C
SPBC16E9.19	YLR021W
SPBC16E9.06c	YAL044W-A
SPBC16E9.05	YML008C
SPBC16E9.09c	YHR110W
SPBC16E9.09c	YGL002W
SPBC16E9.09c	YAR002C-A
SPBC16E9.10c	YLL034C
SPBC16E9.11c	YER125W
SPBC16E9.12c	YIR001C
SPBC16E9.13	YHR082C
SPBC16E9.14c	YNR039C
SPBC16E9.17c	YDL155W
SPBC16E9.17c	YLR210W
SPBC16E9.18	YNL169C
SPSNORNA.39	YNCO0022C
SPBC1A4.01	YGL240W
SPBC1A4.02c	YCL018W
SPBC1A4.03c	YNL088W
SPBC1A4.06c	YGR046W
SPBC1A4.07c	YLL011W
SPBC1A4.08c	YJL014W
SPBC1A4.09	YOR243C
SPBC1A4.10c	YLR071C
SPBP23A10.03c	YDR511W
SPBP23A10.02	YMR123W
SPBP23A10.04	YLR127C
SPBP23A10.06	YGR257C
SPBP23A10.07	YPR010C
SPBP23A10.08	YJL081C
SPBP23A10.09	YDR013W
SPBP23A10.10	YGL083W
SPBP23A10.11c	YBR162C
SPBP23A10.11c	YJL171C
SPBP23A10.13	YPR162C
SPBP23A10.15c	YLR163C
SPBP23A10.15c	YBL045C
SPBP23A10.16	YLR164W
SPBP23A10.16	YOR297C
SPBP23A10.16	YDR178W
SPBC29A3.01	YDR270W
SPBC29A3.02c	YCL030C
SPBC29A3.03c	YDR255C
SPBC29A3.04	YHL033C
SPBC29A3.04	YLL045C
SPBC29A3.05	YML041C
SPBC29A3.06	YJL069C
SPBC29A3.08	YNL230C
SPBC29A3.09c	YFR009W
SPBC29A3.10c	YLR295C
SPBC29A3.11c	YOR130C
SPBC29A3.11c	YOR100C
SPBC29A3.13	YLR455W
SPBC29A3.12	YPL081W
SPBC29A3.12	YBR189W
SPBC29A3.14c	YLR318W
SPBC29A3.15c	YGL129C
SPBC29A3.16	YOR294W
SPBC29A3.17	YMR232W
SPBC29A3.18	YOR065W
SPBC18E5.02c	YMR296C
SPBC18E5.03c	YJR135C
SPBC18E5.04	YLR075W
SPBC18E5.05c	YHR187W
SPBC18E5.06	YKR057W
SPBC18E5.06	YJL136C
SPBC18E5.07	YIR003W
SPBC18E5.11c	YEL015W
SPBC18E5.12c	YHR024C
SPBC18E5.13	YJL131C
SPBC23G7.16	YHR175W
SPBC23G7.04c	YBR007C
SPBC23G7.05	YNL244C
SPBC23G7.06c	YPR091C
SPBC23G7.07c	YLR003C
SPBC23G7.08c	YBR260C
SPBC23G7.11	YER142C
SPBC23G7.12c	YGL048C
SPBC23G7.13c	YHL016C
SPBC23G7.15c	YOL039W
SPBC23G7.15c	YDR382W
SPBC1711.03	YKL207W
SPBC1711.04	YKR080W
SPBC1711.05	YKR092C
SPBC1711.06	YBR031W
SPBC1711.06	YDR012W
SPBC1711.18	YBR122C
SPBC1711.07	YMR131C
SPBC1711.08	YDR214W
SPBC1711.09c	YKR088C
SPBC1711.10c	YBR170C
SPBC1711.11	YJL036W
SPBC1711.13	YCL030C
SPBC1711.16	YLR196W
SPBC1711.17	YKR086W
SPBC17G9.02c	YLR418C
SPBC17G9.03c	YDR037W
SPBC17G9.04c	YJR042W
SPBC17G9.07	YER074W
SPBC17G9.07	YIL069C
SPBC17G9.09	YER025W
SPBC17G9.10	YPR102C
SPBC17G9.10	YGR085C
SPBC17G9.11c	YGL062W
SPBC17G9.11c	YBR218C
SPBC17G9.12c	YCR015C
SPBC1815.01	YGR254W
SPBC1815.01	YHR174W
SPBC1815.01	YOR393W
SPBC1815.01	YPL281C
SPBC1815.01	YMR323W
SPBC14C8.01c	YDR113C
SPBC14C8.02	YIL022W
SPBC14C8.03	YBL091C
SPBC14C8.04	YCL009C
SPBC14C8.05c	YIL099W
SPBC14C8.06	YBR234C
SPBC14C8.07c	YJL194W
SPBC14C8.10	YMR193W
SPBC14C8.12	YOR224C
SPBC14C8.13	YLR412W
SPBC14C8.14c	YEL055C
SPBC14C8.15	YKL140W
SPBC14C8.16c	YGR165W
SPBC14C8.17c	YLR055C
SPBC15C4.01c	YJR088C
SPBC15C4.02	YLR253W
SPBC15C4.03	YOR370C
SPBC15C4.04c	YKL174C
SPBC15C4.04c	YGL077C
SPBC15C4.04c	YDL210W
SPBC15C4.06c	YBR062C
SPBC21H7.02	YDR167W
SPBC21H7.03c	YAR071W
SPBC21H7.03c	YHR215W
SPBC21H7.03c	YDL024C
SPBC21H7.03c	YBR093C
SPBC21H7.03c	YBR092C
SPBC21H7.04	YKR024C
SPBC21H7.05	YDR362C
SPBC21H7.06c	YOL032W
SPSNORNA.36	YNCO0028W
SPBC21H7.07c	YOR202W
SPBC16H5.14c	YDL114W
SPBC16H5.14c	YLR426W
SPBC16H5.11c	YBR133C
SPBC16H5.10c	YGL120C
SPBC16H5.09c	YOR099W
SPBC16H5.09c	YKR061W
SPBC16H5.09c	YJL139C
SPBC16H5.09c	YDR483W
SPBC16H5.09c	YBR205W
SPBC16H5.09c	YBR199W
SPBC16H5.09c	YPL053C
SPBC16H5.08c	YER036C
SPBC16H5.07c	YDL134C
SPBC16H5.07c	YDL188C
SPBC16H5.06	YEL024W
SPBC16H5.05c	YPL064C
SPBC16H5.04	YBR106W
SPBC16H5.03c	YDR390C
SPBC16H5.02	YMR205C
SPBC16H5.02	YGR240C
SPBC12D12.01	YJL019W
SPBC12D12.03	YDR212W
SPBC12D12.04c	YBL105C
SPBC12D12.09	YIL139C
SPBC12D12.05c	YNL083W
SPBC12D12.06	YNL025C
SPBC12D12.07c	YCR083W
SPBC12D12.08c	YDR139C
SPBC24C6.02	YFL002C
SPBC24C6.03	YER087W
SPBC24C6.04	YHR037W
SPBC24C6.05	YIL076W
SPBC24C6.06	YHR005C
SPBC24C6.08c	YGR057C
SPBC24C6.13	YMR244C-A
SPBC24C6.10c	YDL146W
SPBC24C6.11	YCR063W
SPBC19G7.01c	YOL090W
SPBC19G7.02	YMR289W
SPBC19G7.03c	YLR287C-A
SPBC19G7.03c	YOR182C
SPBC19G7.04	YGR196C
SPBC19G7.05c	YLR342W
SPBC19G7.05c	YGR032W
SPBC19G7.05c	YMR306W
SPBC19G7.06	YMR043W
SPBC19G7.06	YMR042W
SPBC19G7.07c	YGR150C
SPBC19G7.08c	YPL066W
SPBC19G7.09	YPL020C
SPBC19G7.10c	YCR077C
SPBC19G7.13	YPL128C
SPBC19G7.14c	YNL051W
SPBC19G7.15	YGR119C
SPBC19G7.19	YPR133W-A
SPBC19G7.16	YPR133C
SPBC19G7.17	YBR283C
SPBC36B7.03	YOR254C
SPBC36B7.04	YML080W
SPBC36B7.05c	YDR313C
SPBC36B7.08c	YNL246W
SPBC36B7.07	YDR468C
SPBC36B7.09	YDR283C
SPBP18G5.02	YCL004W
SPBC1921.01c	YOR234C
SPBC1921.01c	YPL143W
SPBC1921.02	YDR363W
SPBC1921.03c	YPL169C
SPSNORNA.34	YNCO0024C
SPBC1921.05	YIL137C
SPBC1921.05	YKL157W
SPBC1921.05	YHR047C
SPBC1921.07c	YCL010C
SPBC21D10.12	YDR388W
SPBC21D10.11c	YCL017C
SPBC21D10.09c	YMR247C
SPBC21D10.07	YBL059C-A
SPBC21D10.07	YKL137W
SPBC21D10.05c	YGL181W
SPBC12C2.13c	YBR293W
SPBC12C2.13c	YMR088C
SPBC12C2.12c	YML004C
SPSNORNA.38	YNCC0006C
SPBC12C2.11	YKL104C
SPBC12C2.11	YMR084W
SPBC12C2.10c	YOL004W
SPBC12C2.09c	YOL002C
SPBC12C2.09c	YDR492W
SPBC12C2.08	YLL001W
SPBC12C2.07c	YPR069C
SPBC12C2.07c	YLR146C
SPBC12C2.06	YOR046C
SPBC12C2.05c	YHR114W
SPBC12C2.02c	YER093C
SPBC17F3.02	YHR102W
SPBC17F3.01c	YOR134W
SPBC17F3.01c	YDR389W
SPBC557.03c	YGL097W
SPBC557.04	YNL020C
SPBC557.04	YIL095W
SPBC557.04	YBR059C
SPBC365.20c	YGL037C
SPBC365.01	YLR380W
SPBC365.02c	YPL172C
SPBC365.03c	YBR191W
SPBC365.03c	YPL079W
SPBC365.04c	YDL213C
SPBC365.05c	YDR088C
SPBC365.06	YDR510W
SPBC365.07c	YJR134C
SPBC365.08c	YDR411C
SPBC365.08c	YBR201W
SPBC365.09c	YOR077W
SPBC365.10	YNL059C
SPBC365.11	YLR309C
SPBC365.12c	YML128C
SPBC365.13c	YIL063C
SPBC365.14c	YBR019C
SPBC365.15	YHR172W
SPBC29A10.01	YHR042W
SPBC29A10.03c	YPR018W
SPBC29A10.04	YFL008W
SPBC29A10.05	YOR033C
SPBC29A10.05	YDR263C
SPBC29A10.07	YMR129W
SPBC29A10.08	YLR343W
SPBC29A10.10c	YLR430W
SPBC29A10.11c	YPL070W
SPBC29A10.12	YJR005C-A
SPBC29A10.12	YGR169C-A
SPBC29A10.13	YKL016C
SPBC29A10.14	YPR007C
SPBC29A10.15	YML065W
SPBC29A10.17	YKR007W
SPBC29A10.16c	YNL111C
SPBC2G5.01	YNR021W
SPBC2G5.02c	YOR039W
SPBC2G5.02c	YGL019W
SPBC2G5.03	YGL211W
SPBC2G5.04c	YML067C
SPBC2G5.05	YPR074C
SPBC2G5.05	YBR117C
SPBC2G5.07c	YKL144C
SPBC25B2.01	YKR084C
SPBC25B2.02c	YKL209C
SPBC25B2.03	YMR140W
SPBC25B2.04c	YMR097C
SPBC25B2.05	YCL059C
SPBC25B2.09c	YDR341C
SPBC25B2.09c	YHR091C
SPBC25B2.11	YJR090C
SPBC1826.01c	YPL082C
SPBC6B1.02	YNL020C
SPBC6B1.02	YIL095W
SPBC6B1.02	YBR059C
SPBC6B1.03c	YHR097C
